Source,Target,Type
FutureDemand_Tier1_Japan_Q2_2025_Entry,Quarter_Q2_2025,quarter
FutureDemand_Tier1_Japan_Q2_2025_Entry,RegionJapan,inRegion
FutureDemand_Tier1_Japan_Q2_2026_Entry,Quarter_Q2_2026,quarter
FutureDemand_Tier1_Japan_Q2_2026_Entry,RegionJapan,inRegion
FutureDemand_Tier1_Japan_Q3_2025_Entry,Quarter_Q3_2025,quarter
FutureDemand_Tier1_Japan_Q3_2025_Entry,RegionJapan,inRegion
FutureDemand_Tier1_Japan_Q3_2026_Entry,Quarter_Q3_2026,quarter
FutureDemand_Tier1_Japan_Q3_2026_Entry,RegionJapan,inRegion
FutureDemand_Tier1_Japan_Q4_2025_Entry,Quarter_Q4_2025,quarter
FutureDemand_Tier1_Japan_Q4_2025_Entry,RegionJapan,inRegion
FutureDemand_Tier1_Japan_Q4_2026_Entry,Quarter_Q4_2026,quarter
FutureDemand_Tier1_Japan_Q4_2026_Entry,RegionJapan,inRegion
InventoryDev_Company1_tier1_EV,Company1_tier1,forCompany
InventoryDev_Company1_tier1_both,Company1_tier1,forCompany
InventoryDev_Company1_tier1_non_EV,Company1_tier1,forCompany
InventoryDev_Company2_tier1_EV,Company2_tier1,forCompany
InventoryDev_Company2_tier1_both,Company2_tier1,forCompany
InventoryDev_Company2_tier1_non_EV,Company2_tier1,forCompany
InventoryDev_Company3_tier1_EV,Company3_tier1,forCompany
InventoryDev_Company3_tier1_both,Company3_tier1,forCompany
InventoryDev_Company3_tier1_non_EV,Company3_tier1,forCompany
SemiCurrentDemand,SemiDemand_%3C%3D_7nm,hasAggregatedResult
SemiCurrentDemand,SemiDemand_10nm_to_%3C28nm,hasAggregatedResult
SemiCurrentDemand,SemiDemand_180nm_or_greater,hasAggregatedResult
SemiCurrentDemand,SemiDemand_28nm_to_%3C45nm,hasAggregatedResult
SemiCurrentDemand,SemiDemand_55nm_to_180nm,hasAggregatedResult
SemiDemand_%3C%3D_7nm,TechCategory_%3C%3D_7nm,analyzesTechnologyCategory
SemiDemand_10nm_to_%3C28nm,TechCategory_10nm_to_%3C28nm,analyzesTechnologyCategory
SemiDemand_180nm_or_greater,TechCategory_180nm_or_greater,analyzesTechnologyCategory
SemiDemand_28nm_to_%3C45nm,TechCategory_28nm_to_%3C45nm,analyzesTechnologyCategory
SemiDemand_55nm_to_180nm,TechCategory_55nm_to_180nm,analyzesTechnologyCategory
SemiFutureDemand_Option1,SemiFutureDemand_Option1_%3C%3D_7nm_Current_Quarter,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_%3C%3D_7nm_Q1_2026,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_%3C%3D_7nm_Q2_2025,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_%3C%3D_7nm_Q2_2026,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_%3C%3D_7nm_Q3_2025,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_%3C%3D_7nm_Q3_2026,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_%3C%3D_7nm_Q4_2025,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_%3C%3D_7nm_Q4_2026,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_10nm_to_%3C28nm_Current_Quarter,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_10nm_to_%3C28nm_Q1_2026,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_10nm_to_%3C28nm_Q2_2025,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_10nm_to_%3C28nm_Q2_2026,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_10nm_to_%3C28nm_Q3_2025,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_10nm_to_%3C28nm_Q3_2026,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_10nm_to_%3C28nm_Q4_2025,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_10nm_to_%3C28nm_Q4_2026,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_180nm_or_greater_Current_Quarter,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_180nm_or_greater_Q1_2026,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_180nm_or_greater_Q2_2025,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_180nm_or_greater_Q2_2026,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_180nm_or_greater_Q3_2025,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_180nm_or_greater_Q3_2026,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_180nm_or_greater_Q4_2025,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_180nm_or_greater_Q4_2026,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_28nm_to_%3C45nm_Current_Quarter,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_28nm_to_%3C45nm_Q1_2026,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_28nm_to_%3C45nm_Q2_2025,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_28nm_to_%3C45nm_Q2_2026,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_28nm_to_%3C45nm_Q3_2025,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_28nm_to_%3C45nm_Q3_2026,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_28nm_to_%3C45nm_Q4_2025,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_28nm_to_%3C45nm_Q4_2026,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_55nm_to_180nm_Current_Quarter,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_55nm_to_180nm_Q1_2026,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_55nm_to_180nm_Q2_2025,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_55nm_to_180nm_Q2_2026,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_55nm_to_180nm_Q3_2025,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_55nm_to_180nm_Q3_2026,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_55nm_to_180nm_Q4_2025,hasAggregatedResult
SemiFutureDemand_Option1,SemiFutureDemand_Option1_55nm_to_180nm_Q4_2026,hasAggregatedResult
SemiFutureDemand_Option1_%3C%3D_7nm_Current_Quarter,Quarter_Current_Quarter,forTimePeriod
SemiFutureDemand_Option1_%3C%3D_7nm_Current_Quarter,TechCategory_%3C%3D_7nm,analyzesTechnologyCategory
SemiFutureDemand_Option1_%3C%3D_7nm_Q1_2026,Quarter_Q1_2026,forTimePeriod
SemiFutureDemand_Option1_%3C%3D_7nm_Q1_2026,TechCategory_%3C%3D_7nm,analyzesTechnologyCategory
SemiFutureDemand_Option1_%3C%3D_7nm_Q2_2025,Quarter_Q2_2025,forTimePeriod
SemiFutureDemand_Option1_%3C%3D_7nm_Q2_2025,TechCategory_%3C%3D_7nm,analyzesTechnologyCategory
SemiFutureDemand_Option1_%3C%3D_7nm_Q2_2026,Quarter_Q2_2026,forTimePeriod
SemiFutureDemand_Option1_%3C%3D_7nm_Q2_2026,TechCategory_%3C%3D_7nm,analyzesTechnologyCategory
SemiFutureDemand_Option1_%3C%3D_7nm_Q3_2025,Quarter_Q3_2025,forTimePeriod
SemiFutureDemand_Option1_%3C%3D_7nm_Q3_2025,TechCategory_%3C%3D_7nm,analyzesTechnologyCategory
SemiFutureDemand_Option1_%3C%3D_7nm_Q3_2026,Quarter_Q3_2026,forTimePeriod
SemiFutureDemand_Option1_%3C%3D_7nm_Q3_2026,TechCategory_%3C%3D_7nm,analyzesTechnologyCategory
SemiFutureDemand_Option1_%3C%3D_7nm_Q4_2025,Quarter_Q4_2025,forTimePeriod
SemiFutureDemand_Option1_%3C%3D_7nm_Q4_2025,TechCategory_%3C%3D_7nm,analyzesTechnologyCategory
SemiFutureDemand_Option1_%3C%3D_7nm_Q4_2026,Quarter_Q4_2026,forTimePeriod
SemiFutureDemand_Option1_%3C%3D_7nm_Q4_2026,TechCategory_%3C%3D_7nm,analyzesTechnologyCategory
SemiFutureDemand_Option1_10nm_to_%3C28nm_Current_Quarter,Quarter_Current_Quarter,forTimePeriod
SemiFutureDemand_Option1_10nm_to_%3C28nm_Current_Quarter,TechCategory_10nm_to_%3C28nm,analyzesTechnologyCategory
SemiFutureDemand_Option1_10nm_to_%3C28nm_Q1_2026,Quarter_Q1_2026,forTimePeriod
SemiFutureDemand_Option1_10nm_to_%3C28nm_Q1_2026,TechCategory_10nm_to_%3C28nm,analyzesTechnologyCategory
SemiFutureDemand_Option1_10nm_to_%3C28nm_Q2_2025,Quarter_Q2_2025,forTimePeriod
SemiFutureDemand_Option1_10nm_to_%3C28nm_Q2_2025,TechCategory_10nm_to_%3C28nm,analyzesTechnologyCategory
SemiFutureDemand_Option1_10nm_to_%3C28nm_Q2_2026,Quarter_Q2_2026,forTimePeriod
SemiFutureDemand_Option1_10nm_to_%3C28nm_Q2_2026,TechCategory_10nm_to_%3C28nm,analyzesTechnologyCategory
SemiFutureDemand_Option1_10nm_to_%3C28nm_Q3_2025,Quarter_Q3_2025,forTimePeriod
SemiFutureDemand_Option1_10nm_to_%3C28nm_Q3_2025,TechCategory_10nm_to_%3C28nm,analyzesTechnologyCategory
SemiFutureDemand_Option1_10nm_to_%3C28nm_Q3_2026,Quarter_Q3_2026,forTimePeriod
SemiFutureDemand_Option1_10nm_to_%3C28nm_Q3_2026,TechCategory_10nm_to_%3C28nm,analyzesTechnologyCategory
SemiFutureDemand_Option1_10nm_to_%3C28nm_Q4_2025,Quarter_Q4_2025,forTimePeriod
SemiFutureDemand_Option1_10nm_to_%3C28nm_Q4_2025,TechCategory_10nm_to_%3C28nm,analyzesTechnologyCategory
SemiFutureDemand_Option1_10nm_to_%3C28nm_Q4_2026,Quarter_Q4_2026,forTimePeriod
SemiFutureDemand_Option1_10nm_to_%3C28nm_Q4_2026,TechCategory_10nm_to_%3C28nm,analyzesTechnologyCategory
SemiFutureDemand_Option1_180nm_or_greater_Current_Quarter,Quarter_Current_Quarter,forTimePeriod
SemiFutureDemand_Option1_180nm_or_greater_Current_Quarter,TechCategory_180nm_or_greater,analyzesTechnologyCategory
SemiFutureDemand_Option1_180nm_or_greater_Q1_2026,Quarter_Q1_2026,forTimePeriod
SemiFutureDemand_Option1_180nm_or_greater_Q1_2026,TechCategory_180nm_or_greater,analyzesTechnologyCategory
SemiFutureDemand_Option1_180nm_or_greater_Q2_2025,Quarter_Q2_2025,forTimePeriod
SemiFutureDemand_Option1_180nm_or_greater_Q2_2025,TechCategory_180nm_or_greater,analyzesTechnologyCategory
SemiFutureDemand_Option1_180nm_or_greater_Q2_2026,Quarter_Q2_2026,forTimePeriod
SemiFutureDemand_Option1_180nm_or_greater_Q2_2026,TechCategory_180nm_or_greater,analyzesTechnologyCategory
SemiFutureDemand_Option1_180nm_or_greater_Q3_2025,Quarter_Q3_2025,forTimePeriod
SemiFutureDemand_Option1_180nm_or_greater_Q3_2025,TechCategory_180nm_or_greater,analyzesTechnologyCategory
SemiFutureDemand_Option1_180nm_or_greater_Q3_2026,Quarter_Q3_2026,forTimePeriod
SemiFutureDemand_Option1_180nm_or_greater_Q3_2026,TechCategory_180nm_or_greater,analyzesTechnologyCategory
SemiFutureDemand_Option1_180nm_or_greater_Q4_2025,Quarter_Q4_2025,forTimePeriod
SemiFutureDemand_Option1_180nm_or_greater_Q4_2025,TechCategory_180nm_or_greater,analyzesTechnologyCategory
SemiFutureDemand_Option1_180nm_or_greater_Q4_2026,Quarter_Q4_2026,forTimePeriod
SemiFutureDemand_Option1_180nm_or_greater_Q4_2026,TechCategory_180nm_or_greater,analyzesTechnologyCategory
SemiFutureDemand_Option1_28nm_to_%3C45nm_Current_Quarter,Quarter_Current_Quarter,forTimePeriod
SemiFutureDemand_Option1_28nm_to_%3C45nm_Current_Quarter,TechCategory_28nm_to_%3C45nm,analyzesTechnologyCategory
SemiFutureDemand_Option1_28nm_to_%3C45nm_Q1_2026,Quarter_Q1_2026,forTimePeriod
SemiFutureDemand_Option1_28nm_to_%3C45nm_Q1_2026,TechCategory_28nm_to_%3C45nm,analyzesTechnologyCategory
SemiFutureDemand_Option1_28nm_to_%3C45nm_Q2_2025,Quarter_Q2_2025,forTimePeriod
SemiFutureDemand_Option1_28nm_to_%3C45nm_Q2_2025,TechCategory_28nm_to_%3C45nm,analyzesTechnologyCategory
SemiFutureDemand_Option1_28nm_to_%3C45nm_Q2_2026,Quarter_Q2_2026,forTimePeriod
SemiFutureDemand_Option1_28nm_to_%3C45nm_Q2_2026,TechCategory_28nm_to_%3C45nm,analyzesTechnologyCategory
SemiFutureDemand_Option1_28nm_to_%3C45nm_Q3_2025,Quarter_Q3_2025,forTimePeriod
SemiFutureDemand_Option1_28nm_to_%3C45nm_Q3_2025,TechCategory_28nm_to_%3C45nm,analyzesTechnologyCategory
SemiFutureDemand_Option1_28nm_to_%3C45nm_Q3_2026,Quarter_Q3_2026,forTimePeriod
SemiFutureDemand_Option1_28nm_to_%3C45nm_Q3_2026,TechCategory_28nm_to_%3C45nm,analyzesTechnologyCategory
SemiFutureDemand_Option1_28nm_to_%3C45nm_Q4_2025,Quarter_Q4_2025,forTimePeriod
SemiFutureDemand_Option1_28nm_to_%3C45nm_Q4_2025,TechCategory_28nm_to_%3C45nm,analyzesTechnologyCategory
SemiFutureDemand_Option1_28nm_to_%3C45nm_Q4_2026,Quarter_Q4_2026,forTimePeriod
SemiFutureDemand_Option1_28nm_to_%3C45nm_Q4_2026,TechCategory_28nm_to_%3C45nm,analyzesTechnologyCategory
SemiFutureDemand_Option1_55nm_to_180nm_Current_Quarter,Quarter_Current_Quarter,forTimePeriod
SemiFutureDemand_Option1_55nm_to_180nm_Current_Quarter,TechCategory_55nm_to_180nm,analyzesTechnologyCategory
SemiFutureDemand_Option1_55nm_to_180nm_Q1_2026,Quarter_Q1_2026,forTimePeriod
SemiFutureDemand_Option1_55nm_to_180nm_Q1_2026,TechCategory_55nm_to_180nm,analyzesTechnologyCategory
SemiFutureDemand_Option1_55nm_to_180nm_Q2_2025,Quarter_Q2_2025,forTimePeriod
SemiFutureDemand_Option1_55nm_to_180nm_Q2_2025,TechCategory_55nm_to_180nm,analyzesTechnologyCategory
SemiFutureDemand_Option1_55nm_to_180nm_Q2_2026,Quarter_Q2_2026,forTimePeriod
SemiFutureDemand_Option1_55nm_to_180nm_Q2_2026,TechCategory_55nm_to_180nm,analyzesTechnologyCategory
SemiFutureDemand_Option1_55nm_to_180nm_Q3_2025,Quarter_Q3_2025,forTimePeriod
SemiFutureDemand_Option1_55nm_to_180nm_Q3_2025,TechCategory_55nm_to_180nm,analyzesTechnologyCategory
SemiFutureDemand_Option1_55nm_to_180nm_Q3_2026,Quarter_Q3_2026,forTimePeriod
SemiFutureDemand_Option1_55nm_to_180nm_Q3_2026,TechCategory_55nm_to_180nm,analyzesTechnologyCategory
SemiFutureDemand_Option1_55nm_to_180nm_Q4_2025,Quarter_Q4_2025,forTimePeriod
SemiFutureDemand_Option1_55nm_to_180nm_Q4_2025,TechCategory_55nm_to_180nm,analyzesTechnologyCategory
SemiFutureDemand_Option1_55nm_to_180nm_Q4_2026,Quarter_Q4_2026,forTimePeriod
SemiFutureDemand_Option1_55nm_to_180nm_Q4_2026,TechCategory_55nm_to_180nm,analyzesTechnologyCategory
SemiFutureDemand_Option2,SemiFutureDemand_Option2_%3C%3D_7nm_Current_Quarter,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_%3C%3D_7nm_Q1_2026,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_%3C%3D_7nm_Q2_2025,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_%3C%3D_7nm_Q2_2026,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_%3C%3D_7nm_Q3_2025,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_%3C%3D_7nm_Q3_2026,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_%3C%3D_7nm_Q4_2025,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_%3C%3D_7nm_Q4_2026,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_10nm_to_%3C28nm_Current_Quarter,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_10nm_to_%3C28nm_Q1_2026,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_10nm_to_%3C28nm_Q2_2025,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_10nm_to_%3C28nm_Q2_2026,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_10nm_to_%3C28nm_Q3_2025,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_10nm_to_%3C28nm_Q3_2026,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_10nm_to_%3C28nm_Q4_2025,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_10nm_to_%3C28nm_Q4_2026,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_180nm_or_greater_Current_Quarter,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_180nm_or_greater_Q1_2026,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_180nm_or_greater_Q2_2025,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_180nm_or_greater_Q2_2026,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_180nm_or_greater_Q3_2025,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_180nm_or_greater_Q3_2026,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_180nm_or_greater_Q4_2025,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_180nm_or_greater_Q4_2026,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_28nm_to_%3C45nm_Current_Quarter,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_28nm_to_%3C45nm_Q1_2026,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_28nm_to_%3C45nm_Q2_2025,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_28nm_to_%3C45nm_Q2_2026,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_28nm_to_%3C45nm_Q3_2025,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_28nm_to_%3C45nm_Q3_2026,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_28nm_to_%3C45nm_Q4_2025,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_28nm_to_%3C45nm_Q4_2026,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_55nm_to_180nm_Current_Quarter,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_55nm_to_180nm_Q1_2026,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_55nm_to_180nm_Q2_2025,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_55nm_to_180nm_Q2_2026,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_55nm_to_180nm_Q3_2025,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_55nm_to_180nm_Q3_2026,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_55nm_to_180nm_Q4_2025,hasAggregatedResult
SemiFutureDemand_Option2,SemiFutureDemand_Option2_55nm_to_180nm_Q4_2026,hasAggregatedResult
SemiFutureDemand_Option2_%3C%3D_7nm_Current_Quarter,Quarter_Current_Quarter,forTimePeriod
SemiFutureDemand_Option2_%3C%3D_7nm_Current_Quarter,TechCategory_%3C%3D_7nm,analyzesTechnologyCategory
SemiFutureDemand_Option2_%3C%3D_7nm_Q1_2026,Quarter_Q1_2026,forTimePeriod
SemiFutureDemand_Option2_%3C%3D_7nm_Q1_2026,TechCategory_%3C%3D_7nm,analyzesTechnologyCategory
SemiFutureDemand_Option2_%3C%3D_7nm_Q2_2025,Quarter_Q2_2025,forTimePeriod
SemiFutureDemand_Option2_%3C%3D_7nm_Q2_2025,TechCategory_%3C%3D_7nm,analyzesTechnologyCategory
SemiFutureDemand_Option2_%3C%3D_7nm_Q2_2026,Quarter_Q2_2026,forTimePeriod
SemiFutureDemand_Option2_%3C%3D_7nm_Q2_2026,TechCategory_%3C%3D_7nm,analyzesTechnologyCategory
SemiFutureDemand_Option2_%3C%3D_7nm_Q3_2025,Quarter_Q3_2025,forTimePeriod
SemiFutureDemand_Option2_%3C%3D_7nm_Q3_2025,TechCategory_%3C%3D_7nm,analyzesTechnologyCategory
SemiFutureDemand_Option2_%3C%3D_7nm_Q3_2026,Quarter_Q3_2026,forTimePeriod
SemiFutureDemand_Option2_%3C%3D_7nm_Q3_2026,TechCategory_%3C%3D_7nm,analyzesTechnologyCategory
SemiFutureDemand_Option2_%3C%3D_7nm_Q4_2025,Quarter_Q4_2025,forTimePeriod
SemiFutureDemand_Option2_%3C%3D_7nm_Q4_2025,TechCategory_%3C%3D_7nm,analyzesTechnologyCategory
SemiFutureDemand_Option2_%3C%3D_7nm_Q4_2026,Quarter_Q4_2026,forTimePeriod
SemiFutureDemand_Option2_%3C%3D_7nm_Q4_2026,TechCategory_%3C%3D_7nm,analyzesTechnologyCategory
SemiFutureDemand_Option2_10nm_to_%3C28nm_Current_Quarter,Quarter_Current_Quarter,forTimePeriod
SemiFutureDemand_Option2_10nm_to_%3C28nm_Current_Quarter,TechCategory_10nm_to_%3C28nm,analyzesTechnologyCategory
SemiFutureDemand_Option2_10nm_to_%3C28nm_Q1_2026,Quarter_Q1_2026,forTimePeriod
SemiFutureDemand_Option2_10nm_to_%3C28nm_Q1_2026,TechCategory_10nm_to_%3C28nm,analyzesTechnologyCategory
SemiFutureDemand_Option2_10nm_to_%3C28nm_Q2_2025,Quarter_Q2_2025,forTimePeriod
SemiFutureDemand_Option2_10nm_to_%3C28nm_Q2_2025,TechCategory_10nm_to_%3C28nm,analyzesTechnologyCategory
SemiFutureDemand_Option2_10nm_to_%3C28nm_Q2_2026,Quarter_Q2_2026,forTimePeriod
SemiFutureDemand_Option2_10nm_to_%3C28nm_Q2_2026,TechCategory_10nm_to_%3C28nm,analyzesTechnologyCategory
SemiFutureDemand_Option2_10nm_to_%3C28nm_Q3_2025,Quarter_Q3_2025,forTimePeriod
SemiFutureDemand_Option2_10nm_to_%3C28nm_Q3_2025,TechCategory_10nm_to_%3C28nm,analyzesTechnologyCategory
SemiFutureDemand_Option2_10nm_to_%3C28nm_Q3_2026,Quarter_Q3_2026,forTimePeriod
SemiFutureDemand_Option2_10nm_to_%3C28nm_Q3_2026,TechCategory_10nm_to_%3C28nm,analyzesTechnologyCategory
SemiFutureDemand_Option2_10nm_to_%3C28nm_Q4_2025,Quarter_Q4_2025,forTimePeriod
SemiFutureDemand_Option2_10nm_to_%3C28nm_Q4_2025,TechCategory_10nm_to_%3C28nm,analyzesTechnologyCategory
SemiFutureDemand_Option2_10nm_to_%3C28nm_Q4_2026,Quarter_Q4_2026,forTimePeriod
SemiFutureDemand_Option2_10nm_to_%3C28nm_Q4_2026,TechCategory_10nm_to_%3C28nm,analyzesTechnologyCategory
SemiFutureDemand_Option2_180nm_or_greater_Current_Quarter,Quarter_Current_Quarter,forTimePeriod
SemiFutureDemand_Option2_180nm_or_greater_Current_Quarter,TechCategory_180nm_or_greater,analyzesTechnologyCategory
SemiFutureDemand_Option2_180nm_or_greater_Q1_2026,Quarter_Q1_2026,forTimePeriod
SemiFutureDemand_Option2_180nm_or_greater_Q1_2026,TechCategory_180nm_or_greater,analyzesTechnologyCategory
SemiFutureDemand_Option2_180nm_or_greater_Q2_2025,Quarter_Q2_2025,forTimePeriod
SemiFutureDemand_Option2_180nm_or_greater_Q2_2025,TechCategory_180nm_or_greater,analyzesTechnologyCategory
SemiFutureDemand_Option2_180nm_or_greater_Q2_2026,Quarter_Q2_2026,forTimePeriod
SemiFutureDemand_Option2_180nm_or_greater_Q2_2026,TechCategory_180nm_or_greater,analyzesTechnologyCategory
SemiFutureDemand_Option2_180nm_or_greater_Q3_2025,Quarter_Q3_2025,forTimePeriod
SemiFutureDemand_Option2_180nm_or_greater_Q3_2025,TechCategory_180nm_or_greater,analyzesTechnologyCategory
SemiFutureDemand_Option2_180nm_or_greater_Q3_2026,Quarter_Q3_2026,forTimePeriod
SemiFutureDemand_Option2_180nm_or_greater_Q3_2026,TechCategory_180nm_or_greater,analyzesTechnologyCategory
SemiFutureDemand_Option2_180nm_or_greater_Q4_2025,Quarter_Q4_2025,forTimePeriod
SemiFutureDemand_Option2_180nm_or_greater_Q4_2025,TechCategory_180nm_or_greater,analyzesTechnologyCategory
SemiFutureDemand_Option2_180nm_or_greater_Q4_2026,Quarter_Q4_2026,forTimePeriod
SemiFutureDemand_Option2_180nm_or_greater_Q4_2026,TechCategory_180nm_or_greater,analyzesTechnologyCategory
SemiFutureDemand_Option2_28nm_to_%3C45nm_Current_Quarter,Quarter_Current_Quarter,forTimePeriod
SemiFutureDemand_Option2_28nm_to_%3C45nm_Current_Quarter,TechCategory_28nm_to_%3C45nm,analyzesTechnologyCategory
SemiFutureDemand_Option2_28nm_to_%3C45nm_Q1_2026,Quarter_Q1_2026,forTimePeriod
SemiFutureDemand_Option2_28nm_to_%3C45nm_Q1_2026,TechCategory_28nm_to_%3C45nm,analyzesTechnologyCategory
SemiFutureDemand_Option2_28nm_to_%3C45nm_Q2_2025,Quarter_Q2_2025,forTimePeriod
SemiFutureDemand_Option2_28nm_to_%3C45nm_Q2_2025,TechCategory_28nm_to_%3C45nm,analyzesTechnologyCategory
SemiFutureDemand_Option2_28nm_to_%3C45nm_Q2_2026,Quarter_Q2_2026,forTimePeriod
SemiFutureDemand_Option2_28nm_to_%3C45nm_Q2_2026,TechCategory_28nm_to_%3C45nm,analyzesTechnologyCategory
SemiFutureDemand_Option2_28nm_to_%3C45nm_Q3_2025,Quarter_Q3_2025,forTimePeriod
SemiFutureDemand_Option2_28nm_to_%3C45nm_Q3_2025,TechCategory_28nm_to_%3C45nm,analyzesTechnologyCategory
SemiFutureDemand_Option2_28nm_to_%3C45nm_Q3_2026,Quarter_Q3_2026,forTimePeriod
SemiFutureDemand_Option2_28nm_to_%3C45nm_Q3_2026,TechCategory_28nm_to_%3C45nm,analyzesTechnologyCategory
SemiFutureDemand_Option2_28nm_to_%3C45nm_Q4_2025,Quarter_Q4_2025,forTimePeriod
SemiFutureDemand_Option2_28nm_to_%3C45nm_Q4_2025,TechCategory_28nm_to_%3C45nm,analyzesTechnologyCategory
SemiFutureDemand_Option2_28nm_to_%3C45nm_Q4_2026,Quarter_Q4_2026,forTimePeriod
