Id,Label
SemiFutureDemand_Option2_55nm_to_180nm_Q4_2025,SemiFutureDemand_Option2_55nm_to_180nm_Q4_2025
SemiFutureDemand_Option2_55nm_to_180nm_Q4_2026,SemiFutureDemand_Option2_55nm_to_180nm_Q4_2026
SemiFutureDemand_Option3,SemiFutureDemand_Option3
SemiFutureDemand_Option3_%3C%3D_7nm_Current_Quarter,SemiFutureDemand_Option3_%3C%3D_7nm_Current_Quarter
SemiFutureDemand_Option3_%3C%3D_7nm_Q1_2026,SemiFutureDemand_Option3_%3C%3D_7nm_Q1_2026
SemiFutureDemand_Option3_%3C%3D_7nm_Q2_2025,SemiFutureDemand_Option3_%3C%3D_7nm_Q2_2025
SemiFutureDemand_Option3_%3C%3D_7nm_Q2_2026,SemiFutureDemand_Option3_%3C%3D_7nm_Q2_2026
SemiFutureDemand_Option3_%3C%3D_7nm_Q3_2025,SemiFutureDemand_Option3_%3C%3D_7nm_Q3_2025
SemiFutureDemand_Option3_%3C%3D_7nm_Q3_2026,SemiFutureDemand_Option3_%3C%3D_7nm_Q3_2026
SemiFutureDemand_Option3_%3C%3D_7nm_Q4_2025,SemiFutureDemand_Option3_%3C%3D_7nm_Q4_2025
SemiFutureDemand_Option3_%3C%3D_7nm_Q4_2026,SemiFutureDemand_Option3_%3C%3D_7nm_Q4_2026
SemiFutureDemand_Option3_10nm_to_%3C28nm_Current_Quarter,SemiFutureDemand_Option3_10nm_to_%3C28nm_Current_Quarter
SemiFutureDemand_Option3_10nm_to_%3C28nm_Q1_2026,SemiFutureDemand_Option3_10nm_to_%3C28nm_Q1_2026
SemiFutureDemand_Option3_10nm_to_%3C28nm_Q2_2025,SemiFutureDemand_Option3_10nm_to_%3C28nm_Q2_2025
SemiFutureDemand_Option3_10nm_to_%3C28nm_Q2_2026,SemiFutureDemand_Option3_10nm_to_%3C28nm_Q2_2026
SemiFutureDemand_Option3_10nm_to_%3C28nm_Q3_2025,SemiFutureDemand_Option3_10nm_to_%3C28nm_Q3_2025
SemiFutureDemand_Option3_10nm_to_%3C28nm_Q3_2026,SemiFutureDemand_Option3_10nm_to_%3C28nm_Q3_2026
SemiFutureDemand_Option3_10nm_to_%3C28nm_Q4_2025,SemiFutureDemand_Option3_10nm_to_%3C28nm_Q4_2025
SemiFutureDemand_Option3_10nm_to_%3C28nm_Q4_2026,SemiFutureDemand_Option3_10nm_to_%3C28nm_Q4_2026
SemiFutureDemand_Option3_180nm_or_greater_Current_Quarter,SemiFutureDemand_Option3_180nm_or_greater_Current_Quarter
SemiFutureDemand_Option3_180nm_or_greater_Q1_2026,SemiFutureDemand_Option3_180nm_or_greater_Q1_2026
SemiFutureDemand_Option3_180nm_or_greater_Q2_2025,SemiFutureDemand_Option3_180nm_or_greater_Q2_2025
SemiFutureDemand_Option3_180nm_or_greater_Q2_2026,SemiFutureDemand_Option3_180nm_or_greater_Q2_2026
SemiFutureDemand_Option3_180nm_or_greater_Q3_2025,SemiFutureDemand_Option3_180nm_or_greater_Q3_2025
SemiFutureDemand_Option3_180nm_or_greater_Q3_2026,SemiFutureDemand_Option3_180nm_or_greater_Q3_2026
SemiFutureDemand_Option3_180nm_or_greater_Q4_2025,SemiFutureDemand_Option3_180nm_or_greater_Q4_2025
SemiFutureDemand_Option3_180nm_or_greater_Q4_2026,SemiFutureDemand_Option3_180nm_or_greater_Q4_2026
SemiFutureDemand_Option3_28nm_to_%3C45nm_Current_Quarter,SemiFutureDemand_Option3_28nm_to_%3C45nm_Current_Quarter
SemiFutureDemand_Option3_28nm_to_%3C45nm_Q1_2026,SemiFutureDemand_Option3_28nm_to_%3C45nm_Q1_2026
SemiFutureDemand_Option3_28nm_to_%3C45nm_Q2_2025,SemiFutureDemand_Option3_28nm_to_%3C45nm_Q2_2025
SemiFutureDemand_Option3_28nm_to_%3C45nm_Q2_2026,SemiFutureDemand_Option3_28nm_to_%3C45nm_Q2_2026
SemiFutureDemand_Option3_28nm_to_%3C45nm_Q3_2025,SemiFutureDemand_Option3_28nm_to_%3C45nm_Q3_2025
SemiFutureDemand_Option3_28nm_to_%3C45nm_Q3_2026,SemiFutureDemand_Option3_28nm_to_%3C45nm_Q3_2026
SemiFutureDemand_Option3_28nm_to_%3C45nm_Q4_2025,SemiFutureDemand_Option3_28nm_to_%3C45nm_Q4_2025
SemiFutureDemand_Option3_28nm_to_%3C45nm_Q4_2026,SemiFutureDemand_Option3_28nm_to_%3C45nm_Q4_2026
SemiFutureDemand_Option3_55nm_to_180nm_Current_Quarter,SemiFutureDemand_Option3_55nm_to_180nm_Current_Quarter
SemiFutureDemand_Option3_55nm_to_180nm_Q1_2026,SemiFutureDemand_Option3_55nm_to_180nm_Q1_2026
SemiFutureDemand_Option3_55nm_to_180nm_Q2_2025,SemiFutureDemand_Option3_55nm_to_180nm_Q2_2025
SemiFutureDemand_Option3_55nm_to_180nm_Q2_2026,SemiFutureDemand_Option3_55nm_to_180nm_Q2_2026
SemiFutureDemand_Option3_55nm_to_180nm_Q3_2025,SemiFutureDemand_Option3_55nm_to_180nm_Q3_2025
SemiFutureDemand_Option3_55nm_to_180nm_Q3_2026,SemiFutureDemand_Option3_55nm_to_180nm_Q3_2026
SemiFutureDemand_Option3_55nm_to_180nm_Q4_2025,SemiFutureDemand_Option3_55nm_to_180nm_Q4_2025
SemiFutureDemand_Option3_55nm_to_180nm_Q4_2026,SemiFutureDemand_Option3_55nm_to_180nm_Q4_2026
SemiconFuture_%3C%3D_7nm_Q1_2026,SemiconFuture_%3C%3D_7nm_Q1_2026
SemiconFuture_%3C%3D_7nm_Q2_2025,SemiconFuture_%3C%3D_7nm_Q2_2025
SemiconFuture_%3C%3D_7nm_Q2_2026,SemiconFuture_%3C%3D_7nm_Q2_2026
SemiconFuture_%3C%3D_7nm_Q3_2025,SemiconFuture_%3C%3D_7nm_Q3_2025
SemiconFuture_%3C%3D_7nm_Q3_2026,SemiconFuture_%3C%3D_7nm_Q3_2026
SemiconFuture_%3C%3D_7nm_Q4_2025,SemiconFuture_%3C%3D_7nm_Q4_2025
SemiconFuture_%3C%3D_7nm_Q4_2026,SemiconFuture_%3C%3D_7nm_Q4_2026
SemiconFuture_10nm_to_%3C28nm_Q1_2026,SemiconFuture_10nm_to_%3C28nm_Q1_2026
SemiconFuture_10nm_to_%3C28nm_Q2_2025,SemiconFuture_10nm_to_%3C28nm_Q2_2025
SemiconFuture_10nm_to_%3C28nm_Q2_2026,SemiconFuture_10nm_to_%3C28nm_Q2_2026
SemiconFuture_10nm_to_%3C28nm_Q3_2025,SemiconFuture_10nm_to_%3C28nm_Q3_2025
SemiconFuture_10nm_to_%3C28nm_Q3_2026,SemiconFuture_10nm_to_%3C28nm_Q3_2026
SemiconFuture_10nm_to_%3C28nm_Q4_2025,SemiconFuture_10nm_to_%3C28nm_Q4_2025
SemiconFuture_10nm_to_%3C28nm_Q4_2026,SemiconFuture_10nm_to_%3C28nm_Q4_2026
SemiconFuture_180nm_or_greater_Q1_2026,SemiconFuture_180nm_or_greater_Q1_2026
SemiconFuture_180nm_or_greater_Q2_2025,SemiconFuture_180nm_or_greater_Q2_2025
SemiconFuture_180nm_or_greater_Q2_2026,SemiconFuture_180nm_or_greater_Q2_2026
SemiconFuture_180nm_or_greater_Q3_2025,SemiconFuture_180nm_or_greater_Q3_2025
SemiconFuture_180nm_or_greater_Q3_2026,SemiconFuture_180nm_or_greater_Q3_2026
SemiconFuture_180nm_or_greater_Q4_2025,SemiconFuture_180nm_or_greater_Q4_2025
SemiconFuture_180nm_or_greater_Q4_2026,SemiconFuture_180nm_or_greater_Q4_2026
SemiconFuture_28nm_to_%3C45nm_Q1_2026,SemiconFuture_28nm_to_%3C45nm_Q1_2026
SemiconFuture_28nm_to_%3C45nm_Q2_2025,SemiconFuture_28nm_to_%3C45nm_Q2_2025
SemiconFuture_28nm_to_%3C45nm_Q2_2026,SemiconFuture_28nm_to_%3C45nm_Q2_2026
SemiconFuture_28nm_to_%3C45nm_Q3_2025,SemiconFuture_28nm_to_%3C45nm_Q3_2025
SemiconFuture_28nm_to_%3C45nm_Q3_2026,SemiconFuture_28nm_to_%3C45nm_Q3_2026
SemiconFuture_28nm_to_%3C45nm_Q4_2025,SemiconFuture_28nm_to_%3C45nm_Q4_2025
SemiconFuture_28nm_to_%3C45nm_Q4_2026,SemiconFuture_28nm_to_%3C45nm_Q4_2026
SemiconFuture_55nm_to_180nm_Q1_2026,SemiconFuture_55nm_to_180nm_Q1_2026
SemiconFuture_55nm_to_180nm_Q2_2025,SemiconFuture_55nm_to_180nm_Q2_2025
SemiconFuture_55nm_to_180nm_Q2_2026,SemiconFuture_55nm_to_180nm_Q2_2026
SemiconFuture_55nm_to_180nm_Q3_2025,SemiconFuture_55nm_to_180nm_Q3_2025
SemiconFuture_55nm_to_180nm_Q3_2026,SemiconFuture_55nm_to_180nm_Q3_2026
SemiconFuture_55nm_to_180nm_Q4_2025,SemiconFuture_55nm_to_180nm_Q4_2025
SemiconFuture_55nm_to_180nm_Q4_2026,SemiconFuture_55nm_to_180nm_Q4_2026
SemiconductorFutureDemand,SemiconductorFutureDemand
TechCategory_%3C%3D_7nm,TechCategory_%3C%3D_7nm
TechCategory_10-16_nm,TechCategory_10-16_nm
TechCategory_10nm_to_%3C28nm,TechCategory_10nm_to_%3C28nm
TechCategory_180-500_nm,TechCategory_180-500_nm
TechCategory_180nm_or_greater,TechCategory_180nm_or_greater
TechCategory_2-7_nm,TechCategory_2-7_nm
TechCategory_28-45_nm,TechCategory_28-45_nm
TechCategory_28nm_to_%3C45nm,TechCategory_28nm_to_%3C45nm
TechCategory_55-150_nm,TechCategory_55-150_nm
TechCategory_55nm_to_180nm,TechCategory_55nm_to_180nm
Tier1CurrentDemand,Tier1CurrentDemand
Tier1CurrentDemand_BL1,Tier1CurrentDemand_BL1
Tier1CurrentDemand_BL2,Tier1CurrentDemand_BL2
Tier1FutureDemand,Tier1FutureDemand
Tier1FutureDemand_Option1,Tier1FutureDemand_Option1
Tier1FutureDemand_Option1_Current_Quarter,Tier1FutureDemand_Option1_Current_Quarter
Tier1FutureDemand_Option1_Q1_2026,Tier1FutureDemand_Option1_Q1_2026
Tier1FutureDemand_Option1_Q2_2025,Tier1FutureDemand_Option1_Q2_2025
Tier1FutureDemand_Option1_Q2_2026,Tier1FutureDemand_Option1_Q2_2026
Tier1FutureDemand_Option1_Q3_2025,Tier1FutureDemand_Option1_Q3_2025
Tier1FutureDemand_Option1_Q3_2026,Tier1FutureDemand_Option1_Q3_2026
Tier1FutureDemand_Option1_Q4_2025,Tier1FutureDemand_Option1_Q4_2025
Tier1FutureDemand_Option1_Q4_2026,Tier1FutureDemand_Option1_Q4_2026
Tier1FutureDemand_Option2,Tier1FutureDemand_Option2
Tier1FutureDemand_Option2_Current_Quarter,Tier1FutureDemand_Option2_Current_Quarter
Tier1FutureDemand_Option2_Q1_2026,Tier1FutureDemand_Option2_Q1_2026
Tier1FutureDemand_Option2_Q2_2025,Tier1FutureDemand_Option2_Q2_2025
Tier1FutureDemand_Option2_Q2_2026,Tier1FutureDemand_Option2_Q2_2026
Tier1FutureDemand_Option2_Q3_2025,Tier1FutureDemand_Option2_Q3_2025
Tier1FutureDemand_Option2_Q3_2026,Tier1FutureDemand_Option2_Q3_2026
Tier1FutureDemand_Option2_Q4_2025,Tier1FutureDemand_Option2_Q4_2025
Tier1FutureDemand_Option2_Q4_2026,Tier1FutureDemand_Option2_Q4_2026
Tier1FutureDemand_Option3,Tier1FutureDemand_Option3
Tier1FutureDemand_Option3_Current_Quarter,Tier1FutureDemand_Option3_Current_Quarter
Tier1FutureDemand_Option3_Q1_2026,Tier1FutureDemand_Option3_Q1_2026
Tier1FutureDemand_Option3_Q2_2025,Tier1FutureDemand_Option3_Q2_2025
Tier1FutureDemand_Option3_Q2_2026,Tier1FutureDemand_Option3_Q2_2026
Tier1FutureDemand_Option3_Q3_2025,Tier1FutureDemand_Option3_Q3_2025
Tier1FutureDemand_Option3_Q3_2026,Tier1FutureDemand_Option3_Q3_2026
Tier1FutureDemand_Option3_Q4_2025,Tier1FutureDemand_Option3_Q4_2025
Tier1FutureDemand_Option3_Q4_2026,Tier1FutureDemand_Option3_Q4_2026
Tier1_Survey_Instance,Tier1_Survey_Instance
non_EV,non_EV
time_Current_Quarter,time_Current_Quarter
time_Q1_2026,time_Q1_2026
time_Q2_2025,time_Q2_2025
time_Q2_2026,time_Q2_2026
time_Q3_2025,time_Q3_2025
time_Q3_2026,time_Q3_2026
time_Q4_2025,time_Q4_2025
time_Q4_2026,time_Q4_2026
