question_id,question_text,candidate_id,query_text,label,reason
Q23,Which lots are processed with a specific tool?,Q23_C3,MATCH (l:Lot)-[:PROCESSED_WITH]->(t:Tool) WHERE t.name = 'specific_tool_name' OR t.tool_id = 'specific_tool_id' RETURN l.lot_id,VALID_WRONG,Adds OR filter; extra condition
Q23,Which lots are processed with a specific tool?,Q23_C4,MATCH (l:Lot)-[:PROCESSED_WITH {name:'specific_tool_name'}]->() RETURN l.lot_id,INVALID,Uses relation property instead of Tool property
Q23,Which lots are processed with a specific tool?,Q23_C5,MATCH (l:Lot)-[:PROCESSED_WITH {tool_id:'specific_tool_id'}]->() RETURN l.lot_id,INVALID,Uses relation property instead of Tool property
Q24,Which defects impact manufacturing yield?,Q24_C1,"MATCH (d:Defect)-[:AFFECTS]->(y:Yield) RETURN d.defect_code, y.value",CORRECT,Direct Defect-AFFECTS-Yield match
Q24,Which defects impact manufacturing yield?,Q24_C2,"MATCH (d:Defect)-[r:AFFECTS]->(y:Yield) RETURN d.defect_code, r.type, y.value",VALID_WRONG,Returns relation property; extra output
Q24,Which defects impact manufacturing yield?,Q24_C3,"MATCH (d:Defect)<-[:AFFECTS]-(y:Yield) RETURN d.defect_code, y.severity, y.value",INVALID,Yield has no severity property and direction reversed
Q24,Which defects impact manufacturing yield?,Q24_C4,"MATCH (d:Defect)-[r:AFFECTS]->(y:Yield) WHERE r.type = 'manufacturing' RETURN d.defect_code, r.type, y.value",VALID_WRONG,Adds relation type filter not in question
Q24,Which defects impact manufacturing yield?,Q24_C5,"MATCH (d:Defect)-[:AFFECTS]->(y:Yield) WITH d, COLLECT(DISTINCT y.value) AS yields RETURN d.defect_code, yields",VALID_WRONG,Aggregates yield values; not a direct list
Q25,Which products are affected by defects?,Q25_C1,MATCH (p:Product)-[:HAS_DEFECT]->(d:Defect) RETURN p.name,INVALID,HAS_DEFECT does not link Product to Defect
Q25,Which products are affected by defects?,Q25_C2,MATCH (p:Product)<-[:PRODUCED_FOR]-(l:Lot)-[:HAS_DEFECT]->(d:Defect) RETURN p.name,CORRECT,Product via Lot with HAS_DEFECT
Q25,Which products are affected by defects?,Q25_C3,MATCH (p:Product)<-[:REQUIRES]-(ps:ProcessStep)-[:HAS_DEFECT]->(d:Defect) RETURN p.name,INVALID,HAS_DEFECT does not link ProcessStep to Defect
Q25,Which products are affected by defects?,Q25_C4,MATCH (p:Product)<-[:USED_IN]-(ms:Material)-[:HAS_DEFECT]->(d:Defect) RETURN p.name,INVALID,HAS_DEFECT does not link Material to Defect
Q25,Which products are affected by defects?,Q25_C5,MATCH (p:Product)<-[:PRODUCES]-(f:Fab)-[:HAS_CONSTRAINT]->(cc:CapacityConstraint)-[:AFFECTS]->(y:Yield)-[:HAS_DEFECT]->(d:Defect) RETURN p.name,INVALID,Uses unsupported relations and endpoints
Q26,Which fabs experience production bottlenecks?,Q26_C1,MATCH (f:Fab)-[:HAS_CONSTRAINT]->(c:CapacityConstraint {constraint_type:'production_bottleneck'}) RETURN f.name,CORRECT,Fab with production_bottleneck capacity constraint
Q26,Which fabs experience production bottlenecks?,Q26_C2,MATCH (f:Fab)<-[:PRODUCES]-(p:Product)-[:HAS_CONSTRAINT]->(c:CapacityConstraint {constraint_type:'production_bottleneck'}) RETURN f.name,INVALID,HAS_CONSTRAINT does not link Product to CapacityConstraint
Q26,Which fabs experience production bottlenecks?,Q26_C3,"MATCH (f:Fab)<-[:PRODUCES]-(l:Lot)-[:HAS_DEFECT]->(d:Defect), (l)-[:PROCESSED_WITH]->(t:Tool) WHERE d.severity='high' RETURN DISTINCT f.name",INVALID,Uses defects and tools instead of capacity constraints
Q26,Which fabs experience production bottlenecks?,Q26_C4,MATCH (f:Fab)<-[:PRODUCES]-(p:Product)-[:DEPENDS_ON]->(s:Shipment)-[:HAS_STATUS {name:'delayed'}]->() RETURN f.name,INVALID,"DEPENDS_ON links Order to Shipment, not Product"
Q26,Which fabs experience production bottlenecks?,Q26_C5,MATCH (f:Fab)<-[:PRODUCES]-(i:Inventory)-[:STOCKS]->(p:Product)-[:HAS_CONSTRAINT]->(c:CapacityConstraint {constraint_type:'production_bottleneck'}) RETURN f.name,INVALID,PRODUCES does not link Fab to Inventory
Q27,Which suppliers affect manufacturing yield?,Q27_C1,"MATCH (s:Supplier)-[r:AFFECTS]->(yield:Yield) RETURN s.name, r, yield.value",VALID_WRONG,Returns relation variable; extra output
Q27,Which suppliers affect manufacturing yield?,Q27_C2,"MATCH (s:Supplier)-[:AFFECTS]->(y:Yield) RETURN s.name, y.value",CORRECT,Direct Supplier-AFFECTS-Yield match
Q27,Which suppliers affect manufacturing yield?,Q27_C3,"MATCH (supplier:Supplier)-[rel:AFFECTS]-(yield:Yield) RETURN supplier.name, rel, yield.value",VALID_WRONG,Undirected AFFECTS relation; non-canonical
Q27,Which suppliers affect manufacturing yield?,Q27_C4,"MATCH (Supplier)-[r:AFFECTS]->(Yield) WHERE NOT (r IS NULL) RETURN Supplier.name, r, Yield.value",VALID_WRONG,Adds redundant relation check
Q27,Which suppliers affect manufacturing yield?,Q27_C5,"MATCH p=(s:Supplier)-[r:AFFECTS]->(y:Yield) RETURN s.name, r, y.value LIMIT 5",VALID_WRONG,Adds LIMIT and path variable; extra constraints
Q28,Which materials supplied impact production processes?,Q28_C1,MATCH (s:Supplier)-[:SUPPLIES]->(m:Material)<-[:REQUIRES]-(ps:ProcessStep) RETURN m.name,INVALID,REQUIRES does not link ProcessStep to Material
Q28,Which materials supplied impact production processes?,Q28_C2,MATCH (s:Supplier)-[:SUPPLIES]->(m:Material)<-[:USED_IN]-(ps:ProcessStep) RETURN m.name,VALID_WRONG,USED_IN direction reversed
Q28,Which materials supplied impact production processes?,Q28_C3,"MATCH (s:Supplier)-[:SUPPLIES]->(m:Material), (m:Material)<-[:REQUIRES|USED_IN]-(ps:ProcessStep) RETURN DISTINCT m.name",INVALID,Includes REQUIRES with Material; schema mismatch
Q28,Which materials supplied impact production processes?,Q28_C4,MATCH (s:Supplier)-[:SUPPLIES]->(m:Material)<-[:REQUIRES|USED_IN]-(ps:ProcessStep) WHERE NOT EXISTS((m)-[:SUPPLIED_BY]->(:Supplier)) RETURN m.name,INVALID,Uses SUPPLIED_BY relation not in schema
Q28,Which materials supplied impact production processes?,Q28_C5,"MATCH (s:Supplier)-[:SUPPLIES]->(m:Material)<-[:REQUIRES|USED_IN]-(ps:ProcessStep) WITH m, COUNT(DISTINCT ps) AS process_count WHERE process_count > 1 RETURN m.name",INVALID,Includes REQUIRES with Material and aggregation
Q29,Which suppliers are linked to product defects?,Q29_C1,MATCH (s:Supplier)-[:SUPPLIES]->(p:Product)-[:HAS_DEFECT]->(d:Defect) RETURN s.name,INVALID,HAS_DEFECT does not link Product to Defect
Q29,Which suppliers are linked to product defects?,Q29_C2,MATCH (s:Supplier)-[:AFFECTS]-(y:Yield)<-[:HAS_DEFECT]-(l:Lot)-[:PRODUCED_FOR]->(p:Product) RETURN s.name,INVALID,HAS_DEFECT does not link Yield to Lot
Q29,Which suppliers are linked to product defects?,Q29_C3,MATCH (s:Supplier)-[:SUPPLIES]->(m:Material)-[:USED_IN]->(ps:ProcessStep)-[:HAS_DEFECT]->(d:Defect)-[:PRODUCED_FOR]->(p:Product) RETURN s.name,INVALID,HAS_DEFECT/PRODUCED_FOR used on wrong nodes
Q29,Which suppliers are linked to product defects?,Q29_C4,MATCH (s:Supplier)-[:SUPPLIES]->(m:Material)<-[:REQUIRES]-(p:Product)-[:HAS_DEFECT]->(d:Defect) RETURN s.name,INVALID,REQUIRES does not link Product to Material and HAS_DEFECT wrong
Q29,Which suppliers are linked to product defects?,Q29_C5,MATCH (s:Supplier)-[:SUPPLIES]->(f:Fab)-[:PRODUCES]->(p:Product)-[:HAS_DEFECT]->(d:Defect) RETURN s.name,INVALID,SUPPLIES does not link Supplier to Fab
Q30,Which shipments delay manufacturing orders?,Q30_C1,MATCH (o:Order)-[:DEPENDS_ON]->(s:Shipment)<-[:HAS_STATUS]-(st:Status {name:'Delayed'}) RETURN o.order_id,VALID_WRONG,Returns Orders and uses reversed HAS_STATUS
Q30,Which shipments delay manufacturing orders?,Q30_C2,"MATCH (o:Order)-[:DEPENDS_ON]->(s:Shipment)<-[:HAS_STATUS]-(st:Status {name:'Delayed'})<-[:STOCKS]-(p:Product) RETURN p.name, o.order_id",INVALID,STOCKS does not link Status to Product
Q30,Which shipments delay manufacturing orders?,Q30_C3,"MATCH (o:Order)-[:DEPENDS_ON]->(s:Shipment)<-[:HAS_STATUS]-(st:Status {name:'Delayed'})<-[:PRODUCES]-(f:Fab) RETURN f.fab_id, o.order_id",INVALID,PRODUCES does not link Fab to Status
Q30,Which shipments delay manufacturing orders?,Q30_C4,"MATCH (o:Order)-[:DEPENDS_ON]->(s:Shipment)<-[:HAS_STATUS]-(st:Status {name:'Delayed'})<-[:SUPPLIES]-(m:Material) RETURN m.name, o.order_id",INVALID,SUPPLIES does not link Status to Material
Q30,Which shipments delay manufacturing orders?,Q30_C5,"MATCH (o:Order)-[:DEPENDS_ON]->(s:Shipment)<-[:HAS_STATUS]-(st:Status {name:'Delayed'})<-[:USED_IN]-(ps:ProcessStep) RETURN ps.name, o.order_id",INVALID,USED_IN does not link Status to ProcessStep
Q31,Which suppliers are associated with low yield?,Q31_C1,MATCH (s:Supplier)-[:AFFECTS]->(y:Yield {value:'low'}) RETURN s.name,CORRECT,Direct Supplier-AFFECTS-Yield with low value
Q31,Which suppliers are associated with low yield?,Q31_C2,MATCH (s:Supplier)<-[:AFFECTS]-(y:Yield {value:'low'}) RETURN s.name,VALID_WRONG,AFFECTS direction reversed
Q31,Which suppliers are associated with low yield?,Q31_C3,MATCH (s:Supplier)-[r:AFFECTS]->(y:Yield) WHERE y.value = 'low' RETURN s.name,VALID_WRONG,Uses WHERE filter; extra condition
Q31,Which suppliers are associated with low yield?,Q31_C4,MATCH (s:Supplier)<-[r:AFFECTS]-(y:Yield) WHERE y.value = 'low' RETURN s.name,VALID_WRONG,AFFECTS direction reversed with WHERE filter
Q31,Which suppliers are associated with low yield?,Q31_C5,MATCH (s:Supplier)-[:AFFECTS {value:'low'}]->(y:Yield) RETURN s.name,INVALID,Uses relation property instead of Yield value filter
Q32,Which materials affect tool performance?,Q32_C1,MATCH (m:Material)-[:USED_IN]->(p:ProcessStep)-[:PROCESSED_WITH]->(t:Tool) RETURN m.name,INVALID,PROCESSED_WITH does not link ProcessStep to Tool
Q32,Which materials affect tool performance?,Q32_C2,MATCH (m:Material)<-[:USED_IN]-(ps:ProcessStep)-[:PROCESSED_WITH]->(t:Tool) RETURN m.name,INVALID,PROCESSED_WITH does not link ProcessStep to Tool
Q32,Which materials affect tool performance?,Q32_C3,MATCH (t:Tool)<-[:PROCESSED_WITH]-(ps:ProcessStep)<-[:USED_IN]-(m:Material) RETURN m.name,INVALID,PROCESSED_WITH does not link ProcessStep to Tool
Q32,Which materials affect tool performance?,Q32_C4,MATCH (m:Material)-[:USED_IN]->(:ProcessStep)-[:PROCESSED_WITH]->(t:Tool) RETURN m.name,INVALID,PROCESSED_WITH does not link ProcessStep to Tool
Q32,Which materials affect tool performance?,Q32_C5,MATCH (m:Material)-[:USED_IN]->(ps:ProcessStep)-[:PROCESSED_WITH]->(t:Tool) RETURN m.name,INVALID,PROCESSED_WITH does not link ProcessStep to Tool
