request_id,question,topic,expected_route,system_mode,route,selected_source,estimated_llm_calls,candidate_count,graph_row_count,graph_error,row_preview,answer_text,execution_selection_reason,selected_query,correctness,notes
FULLKGQA0085,How many companies are currently recorded?,catalog_lookup,,llm_ranking,llm_ranking,infineon,1,5,1,,"[{""count"": ""9""}]",Answer: The result is 9.,kept_selected_nonempty,SELECT (COUNT(?company) AS ?count) WHERE { ?company a survey:Company . },correct,codex: semantic/domain checks passed
FULLKGQA0086,Define Product Aggregate.,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,"The concept product aggregate is used to group different products based on certain criteria. The grouping criteria depend on the planning purpose (e.g. controlling, production). It is a certain view (external or internal) on a set of products. In the Digital Reference ontology, it is a subclass of Product Lobe.",,,correct,codex: ontology definition returned
FULLKGQA0087,"Based on the survey data, which region should I inspect first for demand using the graph?",advisory_current_demand,advisory,direct_graph_supported,auto_answer,advisory,0,1,5,,"[{""avgPercentageChange"": ""2386112.016666666666666666666667"", ""regionName"": ""Asia Pacific/China""}, {""avgPercentageChange"": ""1993696.795238095238095238095238"", ""regionName"": ""Americas""}, {""avgPercentageChange"": ""1491199.795238095238095238095238"", ""regionName"": ""Europe""}, {""avgPercentageChange"": ""1092445.9"", ""regionName"": ""Asia Pacific/All Other""}, {""avgPercentageChange"": ""369089.207142857142857142857143"", ""regionName"": ""Japan""}]","Based on the graph results, Asia Pacific/China is the first area to inspect for this request (average future-demand percentage change: 2386112.016666666666666666666667). This is a data-grounded analytical signal, not an autonomous business decision. Top returned signals: Asia Pacific/China: 2386112.016666666666666666666667; Americas: 1993696.795238095238095238095238; Europe: 1491199.795238095238095238095238. The deterministic advisory template used here was: identify the region with the strongest future-demand signal.",,SELECT ?regionName (AVG(?pct) AS ?avgPercentageChange) WHERE { ?entry a survey:DemandForRegion ; survey:inRegion ?region ; survey:totalDemandPercentageChange ?pct . ?region survey:regionName ?regionName . } GROUP BY ?regionName ORDER BY DESC(?avgPercentageChange),correct,codex: deterministic advisory with graph evidence
FULLKGQA0088,How much is the total percentage change for BL1 and BL2 in Automotive current demand based on Tier1 survey responses?,current_demand_baselines,,direct_graph_supported,auto_answer,capability_inventory,0,1,1,,"[{""surveyGroup"": ""Tier1"", ""totalDemand"": ""100.0""}]","Answer: The query returned 1 row(s). Results: survey group: Tier1, total demand: 100.0.",,"SELECT ?surveyGroup (SUM(?demand) AS ?totalDemand) WHERE { BIND(""Tier1"" AS ?surveyGroup) ?entry a survey:DemandForRegion ; survey:hasSurveyOrigin ?origin ; survey:totalDemand ?demand . ?origin a survey:Tier1_Survey . } GROUP BY ?surveyGroup ORDER BY ?surveyGroup",incorrect,codex: missing requested dimension:baseline; wrong domain: current demand baseline not queried; baseline percentage-change path missing; missing automotive scope
FULLKGQA0089,What is Number Of Company Products Sold Worldwide Ecar?,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,"The number of company products, including electric cars (ecars), sold worldwide in a specific market. In the Digital Reference ontology, it is a subclass of Application.",,,correct,codex: ontology definition returned
FULLKGQA0090,What should I look at first to understand current demand risk by region using the graph?,advisory_current_demand,advisory,direct_graph_supported,auto_answer,advisory,0,1,5,,"[{""regionName"": ""Asia Pacific/China"", ""totalDemand"": ""77885333.0""}, {""regionName"": ""Americas"", ""totalDemand"": ""67744523.0""}, {""regionName"": ""Europe"", ""totalDemand"": ""51729058.0""}, {""regionName"": ""Asia Pacific/All Other"", ""totalDemand"": ""37293323.0""}, {""regionName"": ""Japan"", ""totalDemand"": ""14117173.0""}]","Based on the graph results, Asia Pacific/China is the first area to inspect for this request (total current demand: 77885333.0). This is a data-grounded analytical signal, not an autonomous business decision. Top returned signals: Asia Pacific/China: 77885333.0; Americas: 67744523.0; Europe: 51729058.0. The deterministic advisory template used here was: identify the region with the highest current-demand signal.",,SELECT ?regionName (SUM(?demand) AS ?totalDemand) WHERE { ?entry a survey:DemandForRegion ; survey:inRegion ?region ; survey:totalDemand ?demand . ?region survey:regionName ?regionName . } GROUP BY ?regionName ORDER BY DESC(?totalDemand),correct,codex: deterministic advisory with graph evidence
FULLKGQA0091,What is the overall quantity of FutureDemandAnalysis entries?,future_demand,,llm_ranking,llm_ranking,infineon,1,5,1,,"[{""totalFutureDemandEntries"": ""210""}]",Answer: The result is 210.,kept_selected_nonempty,SELECT (COUNT(?entry) AS ?totalFutureDemandEntries) WHERE { ?entry a survey:FutureDemandAnalysis . },correct,codex: semantic/domain checks passed
FULLKGQA0092,What does Chemical Polishing mean?,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,"The chemical polishing process or chemical mechanical planarization (CMP) is a process whereby a chemical reaction increases the mechanical removal rate of a material. CMP is commonly used to polish off high spots on wafers or films deposited on wafers, flattening the film or wafer, referred to as planarization. The chemical reaction that increases the mechanical removal rate is commonly tailored to provide a higher removal rate of one material versus another material. The chemical action in CMP helps to achieve higher selectivity's of one material to another than a strictly mechanical process would provide. In the Digital Reference ontology, it is a subclass of Workshop.",,,correct,codex: ontology definition returned
FULLKGQA0093,Which region shows the strongest future demand signal using the graph?,advisory_future_demand,advisory,direct_graph_supported,auto_answer,advisory,0,1,5,,"[{""avgPercentageChange"": ""2386112.016666666666666666666667"", ""regionName"": ""Asia Pacific/China""}, {""avgPercentageChange"": ""1993696.795238095238095238095238"", ""regionName"": ""Americas""}, {""avgPercentageChange"": ""1491199.795238095238095238095238"", ""regionName"": ""Europe""}, {""avgPercentageChange"": ""1092445.9"", ""regionName"": ""Asia Pacific/All Other""}, {""avgPercentageChange"": ""369089.207142857142857142857143"", ""regionName"": ""Japan""}]","Based on the graph results, Asia Pacific/China is the first area to inspect for this request (average future-demand percentage change: 2386112.016666666666666666666667). This is a data-grounded analytical signal, not an autonomous business decision. Top returned signals: Asia Pacific/China: 2386112.016666666666666666666667; Americas: 1993696.795238095238095238095238; Europe: 1491199.795238095238095238095238. The deterministic advisory template used here was: identify the region with the strongest future-demand signal.",,SELECT ?regionName (AVG(?pct) AS ?avgPercentageChange) WHERE { ?entry a survey:DemandForRegion ; survey:inRegion ?region ; survey:totalDemandPercentageChange ?pct . ?region survey:regionName ?regionName . } GROUP BY ?regionName ORDER BY DESC(?avgPercentageChange),correct,codex: deterministic advisory with graph evidence
FULLKGQA0094,Which combination of semiconductor technology category and inventory trend is observed with the highest frequency?,inventory,,direct_graph_supported,auto_answer,capability_inventory,0,1,9,,"[{""entryCount"": ""1"", ""technologyCategory"": ""10nm_to_%3C28nm"", ""trend"": ""Decrease""}, {""entryCount"": ""1"", ""technologyCategory"": ""10nm_to_%3C28nm"", ""trend"": ""Increase""}, {""entryCount"": ""1"", ""technologyCategory"": ""180nm_or_greater"", ""trend"": ""Decrease""}, {""entryCount"": ""1"", ""technologyCategory"": ""180nm_or_greater"", ""trend"": ""Stable""}, {""entryCount"": ""1"", ""technologyCategory"": ""28nm_to_%3C45nm"", ""trend"": ""Decrease""}, {""entryCount"": ""1"", ""technologyCategory"": ""28nm_to_%3C45nm"", ""trend"": ""Stable""}, {""entryCount"": ""1"", ""technologyCategory"": ""55nm_to_180nm"", ""trend"": ""Increase""}, {""entryCount"": ""1"", ""technologyCategory"": ""55nm_to_180nm"", ""trend"": ""Stable""}, {""entryCount"": ""2"", ""technologyCategory""...","Answer: The query returned 9 grouped row(s). The highest returned entry count is for technology category: lte 7nm, trend: Increase with 2.",,"SELECT ?technologyCategory ?trend (COUNT(?entry) AS ?entryCount) WHERE { ?entry a survey:InventoryDevelopment_Semi ; survey:forTechnologyCategory ?technology ; survey:hasInventoryTrend ?trend . BIND(REPLACE(STR(?technology), ""^.*/"", """") AS ?technologyCategory) } GROUP BY ?technologyCategory ?trend ORDER BY ?technologyCategory ?trend",correct,codex: semantic/domain checks passed
FULLKGQA0095,What does Customer Plant mean?,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,"A CUSTOMER PLANT refers to the physical location or facility owned or operated by a customer where products, systems, or services are delivered, installed, maintained, or utilized. In the Digital Reference ontology, it is a subclass of Supply Chain Lobe.",,,correct,codex: ontology definition returned
FULLKGQA0096,"Based on future demand, where should planning attention focus using the graph?",advisory_future_demand,advisory,llm_ranking,llm_ranking,infineon,1,5,0,,,Answer: No results returned for the given query.,selected_best_executable_candidate,"SELECT ?regionLabel (SUM(?futureDemand) AS ?totalFutureDemand) WHERE { ?futureEntry survey:hasTechnologyCategory ?tech ; survey:hasVehicleType ?vehicle ; survey:nameplateLabel ?nameplate ; survey:hasSurveyOrigin ?origin . ?origin a survey:Semiconductor_Survey . ?futureEntry survey:forTimePeriod ?quarter . ?futureEntry survey:percentageChange ?futureDemand . ?futureEntry survey:inRegion ?region . BIND(REPLACE(STR(?region), '^.*/', '') AS ?regionLabel) } GROUP BY ?regionLabel ORDER BY DESC(?totalFutureDemand)",incorrect,codex: no graph rows returned
FULLKGQA0097,What technology category and response type are documented for order-cancellation participant observations?,order_cancellation,,direct_graph_supported,auto_answer,capability_inventory,0,1,15,,"[{""participantCount"": ""1"", ""responseType"": ""Decrease"", ""technologyCategory"": ""OrderCancellationChange_Semi_10nm_to_lt28nm""}, {""participantCount"": ""2"", ""responseType"": ""Increase"", ""technologyCategory"": ""OrderCancellationChange_Semi_10nm_to_lt28nm""}, {""participantCount"": ""0"", ""responseType"": ""Stable"", ""technologyCategory"": ""OrderCancellationChange_Semi_10nm_to_lt28nm""}, {""participantCount"": ""2"", ""responseType"": ""Decrease"", ""technologyCategory"": ""OrderCancellationChange_Semi_180nm_or_greater""}, {""participantCount"": ""0"", ""responseType"": ""Increase"", ""technologyCategory"": ""OrderCancellationChange_Semi_180nm_or_greater""}, {""participantCount"": ""1"", ""responseType"": ""Stable"", ""technologyCategory"": ...",Answer: Order-cancellation results returned 15 row(s). The largest returned participant count is Increase for OrderCancellationChange Semi 10nm to <28nm with 2.,,"SELECT ?technologyCategory ?responseType (SUM(?participants) AS ?participantCount) WHERE { ?entry a survey:OrderCancellation ; survey:forTechnologyCategory ?technology ; survey:hasResponseType ?responseType ; survey:participantCount ?participants . BIND(REPLACE(STR(?technology), ""^.*/"", """") AS ?technologyCategory) } GROUP BY ?technologyCategory ?responseType ORDER BY ?technologyCategory ?responseType",correct,codex: semantic/domain checks passed
FULLKGQA0098,Define Customer.,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,"CUSTOMER is a person, organization, or business entity that generates demand by placing an order or making a request for a specific product or service. A customer may also fulfill their obligations by facilitating payment for the goods or services received.

Customers can be categorized into two main types: 
•	External Customers: Entities outside the organization that purchase goods or services, often governed by agreements like Incoterms.
•	Internal Customers: Stakeholders or departments within the organization that raise internal demand for products or services to support internal processes.

A customer interacts with the organization through actions such as order placement, demand generation, and the completion of financial transactions. Customers are central to both demand creation in the supply chain and the fulfillment processes that ensure the delivery of goods or services. In the Digital Reference ontology, it is a subclass of Supply Chain Lobe.",,,correct,codex: ontology definition returned
FULLKGQA0099,Which region should be monitored for future demand risk using the graph?,advisory_future_demand,advisory,direct_graph_supported,auto_answer,advisory,0,1,5,,"[{""avgPercentageChange"": ""2386112.016666666666666666666667"", ""regionName"": ""Asia Pacific/China""}, {""avgPercentageChange"": ""1993696.795238095238095238095238"", ""regionName"": ""Americas""}, {""avgPercentageChange"": ""1491199.795238095238095238095238"", ""regionName"": ""Europe""}, {""avgPercentageChange"": ""1092445.9"", ""regionName"": ""Asia Pacific/All Other""}, {""avgPercentageChange"": ""369089.207142857142857142857143"", ""regionName"": ""Japan""}]","Based on the graph results, Asia Pacific/China is the first area to inspect for this request (average future-demand percentage change: 2386112.016666666666666666666667). This is a data-grounded analytical signal, not an autonomous business decision. Top returned signals: Asia Pacific/China: 2386112.016666666666666666666667; Americas: 1993696.795238095238095238095238; Europe: 1491199.795238095238095238095238. The deterministic advisory template used here was: identify the region with the strongest future-demand signal.",,SELECT ?regionName (AVG(?pct) AS ?avgPercentageChange) WHERE { ?entry a survey:DemandForRegion ; survey:inRegion ?region ; survey:totalDemandPercentageChange ?pct . ?region survey:regionName ?regionName . } GROUP BY ?regionName ORDER BY DESC(?avgPercentageChange),correct,codex: deterministic advisory with graph evidence
FULLKGQA0100,What is the sum and average of demand levels captured in the Tier1 survey?,regional_demand,,llm_ranking,llm_ranking,validated_retrieval,1,10,1,,"[{""avgDemand"": ""20.0"", ""totalDemand"": ""100.0""}]","Answer: The query returned 1 row(s). Results: total demand: 100.0, avg demand: 20.0.",selected_best_executable_candidate,SELECT (SUM(?units) AS ?totalDemand) (AVG(?units) AS ?avgDemand) WHERE { ?d a survey:DemandForRegion ; survey:hasSurveyOrigin ?o ; survey:totalDemand ?units . ?o a survey:Tier1_Survey },correct,codex: semantic/domain checks passed
FULLKGQA0101,Define Customer Part Number Specification.,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,"A Customer Part Number (CPN) is the product identifier used by the customer to identify one IFX product. In the Digital Reference ontology, it is a subclass of Product Lobe.",,,correct,codex: ontology definition returned
FULLKGQA0102,What should I review first to understand future demand risk by region using the graph?,advisory_future_demand,advisory,direct_graph_supported,auto_answer,advisory,0,1,5,,"[{""avgPercentageChange"": ""2386112.016666666666666666666667"", ""regionName"": ""Asia Pacific/China""}, {""avgPercentageChange"": ""1993696.795238095238095238095238"", ""regionName"": ""Americas""}, {""avgPercentageChange"": ""1491199.795238095238095238095238"", ""regionName"": ""Europe""}, {""avgPercentageChange"": ""1092445.9"", ""regionName"": ""Asia Pacific/All Other""}, {""avgPercentageChange"": ""369089.207142857142857142857143"", ""regionName"": ""Japan""}]","Based on the graph results, Asia Pacific/China is the first area to inspect for this request (average future-demand percentage change: 2386112.016666666666666666666667). This is a data-grounded analytical signal, not an autonomous business decision. Top returned signals: Asia Pacific/China: 2386112.016666666666666666666667; Americas: 1993696.795238095238095238095238; Europe: 1491199.795238095238095238095238. The deterministic advisory template used here was: identify the region with the strongest future-demand signal.",,SELECT ?regionName (AVG(?pct) AS ?avgPercentageChange) WHERE { ?entry a survey:DemandForRegion ; survey:inRegion ?region ; survey:totalDemandPercentageChange ?pct . ?region survey:regionName ?regionName . } GROUP BY ?regionName ORDER BY DESC(?avgPercentageChange),correct,codex: deterministic advisory with graph evidence
FULLKGQA0103,What is the number of OEM companies that have indicated experiencing a semiconductor shortage?,shortage,,llm_ranking,llm_ranking,validated_retrieval,1,6,1,,"[{""shortageCount"": ""2"", ""surveyType"": ""OEM""}]","Answer: The query returned 1 row(s). Results: survey type: OEM, shortage count: 2.",kept_selected_nonempty,SELECT ?surveyType (COUNT(?company) AS ?shortageCount) WHERE { VALUES (?surveyClass ?surveyType) { (survey:OEM_Survey 'OEM') (survey:Tier1_Survey 'Tier1') (survey:Semiconductor_Survey 'Semiconductor') } ?company a survey:Company ; survey:hasSurveyOrigin ?origin ; survey:reportsShortage true . ?origin a ?surveyClass . } GROUP BY ?surveyType ORDER BY DESC(?shortageCount) LIMIT 1,correct,codex: semantic/domain checks passed
FULLKGQA0104,What does Number Of Company Products Sold Worldwide Solar mean?,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,"The number of company products, including solar panels, sold worldwide in a specific market. In the Digital Reference ontology, it is a subclass of Application.",,,correct,codex: ontology definition returned
FULLKGQA0105,"Based on future demand data, which region looks most important using the graph?",advisory_future_demand,advisory,direct_graph_supported,auto_answer,capability_inventory,0,1,5,,"[{""avgPercentageChange"": ""1993696.795238095238095238095238"", ""regionName"": ""Americas""}, {""avgPercentageChange"": ""1092445.9"", ""regionName"": ""Asia Pacific/All Other""}, {""avgPercentageChange"": ""2386112.016666666666666666666667"", ""regionName"": ""Asia Pacific/China""}, {""avgPercentageChange"": ""1491199.795238095238095238095238"", ""regionName"": ""Europe""}, {""avgPercentageChange"": ""369089.207142857142857142857143"", ""regionName"": ""Japan""}]","Answer: The query returned 5 grouped row(s). The highest returned avg percentage change is for region name: China with 2,386,112.",,SELECT ?regionName (AVG(?pct) AS ?avgPercentageChange) WHERE { ?entry a survey:DemandForRegion ; survey:inRegion ?region ; survey:totalDemandPercentageChange ?pct . ?region survey:regionName ?regionName . } GROUP BY ?regionName ORDER BY ?regionName,correct,codex: semantic/domain checks passed
FULLKGQA0106,What is the month with the largest forecast vehicle sales total?,vehicle_sales,,direct_graph_supported,auto_answer,capability_inventory,0,1,36,,"[{""monthLabel"": ""Apr 2024"", ""unitsSold"": ""6818720""}, {""monthLabel"": ""Apr 2025"", ""unitsSold"": ""7260983""}, {""monthLabel"": ""Apr 2026"", ""unitsSold"": ""7009380""}, {""monthLabel"": ""Aug 2024"", ""unitsSold"": ""6837967""}, {""monthLabel"": ""Aug 2025"", ""unitsSold"": ""6966169""}, {""monthLabel"": ""Aug 2026"", ""unitsSold"": ""6967132""}, {""monthLabel"": ""Dec 2024"", ""unitsSold"": ""8544327""}, {""monthLabel"": ""Dec 2025"", ""unitsSold"": ""8455087""}, {""monthLabel"": ""Dec 2026"", ""unitsSold"": ""8482982""}, {""monthLabel"": ""Feb 2024"", ""unitsSold"": ""5986188""}, {""monthLabel"": ""Feb 2025"", ""unitsSold"": ""6549728""}, {""monthLabel"": ""Feb 2026"", ""unitsSold"": ""6604305""}, {""monthLabel"": ""Jan 2024"", ""unitsSold"": ""6599305""}, {""monthLabel"": ""Jan ...","Answer: Vehicle-sales results returned 36 monthly row(s). The highest monthly total is Dec 2024 with 8,544,327. The lowest monthly total is Feb 2024 with 5,986,188.",,"SELECT ?monthLabel (SUM(?units) AS ?unitsSold) WHERE { ?obs a survey:VehicleSalesObservation ; survey:isForecastData true ; survey:forTimePeriod ?month ; survey:unitsSold ?units . OPTIONAL { ?month survey:periodLabel ?periodLabel . } BIND(COALESCE(?periodLabel, REPLACE(STR(?month), ""^.*/"", """")) AS ?monthLabel) } GROUP BY ?monthLabel ORDER BY ?monthLabel",correct,codex: semantic/domain checks passed
FULLKGQA0107,What does bom factor mean?,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,Number of secondary product units assembled to one primary production unit Its declared domain is Bill Of Materials and its declared range is integer.,,,correct,codex: ontology definition returned
FULLKGQA0108,Which vehicle type shows the strongest future demand signal using the graph?,advisory_vehicle_signal,advisory,direct_graph_supported,auto_answer,advisory,0,1,3,,"[{""avgPercentageChange"": ""4.74375"", ""vehicleType"": ""BEV""}, {""avgPercentageChange"": ""1.505"", ""vehicleType"": ""BEHV""}, {""avgPercentageChange"": ""0.845"", ""vehicleType"": ""ICE""}]","Based on the graph results, BEV is the first area to inspect for this request (average future-demand percentage change: 4.74375). This is a data-grounded analytical signal, not an autonomous business decision. Top returned signals: BEV: 4.74375; BEHV: 1.505; ICE: 0.845. The deterministic advisory template used here was: identify the vehicle type with the strongest future-demand signal.",,"SELECT ?vehicleType (AVG(?pct) AS ?avgPercentageChange) WHERE { ?entry a survey:FutureDemandAnalysis ; survey:analyzesVehicleType ?vehicle ; survey:percentageChange ?pct . BIND(REPLACE(STR(?vehicle), ""^.*/"", """") AS ?vehicleType) } GROUP BY ?vehicleType ORDER BY DESC(?avgPercentageChange)",correct,codex: deterministic advisory with graph evidence
FULLKGQA0109,"Which OEMs report the mean autonomous driving percentage broken down by vehicle, SAE level, and year?",autonomous_driving,,llm_ranking,llm_ranking,validated_retrieval,1,8,15,,"[{""avgPercentage"": ""42.0"", ""saeLevel"": ""1"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""52.0"", ""saeLevel"": ""2"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""62.0"", ""saeLevel"": ""3"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""72.0"", ""saeLevel"": ""4"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""82.0"", ""saeLevel"": ""5"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""42.0"", ""saeLevel"": ""1"", ""vehicleType"": ""BEV""}, {""avgPercentage"": ""52.0"", ""saeLevel"": ""2"", ""vehicleType"": ""BEV""}, {""avgPercentage"": ""62.0"", ""saeLevel"": ""3"", ""vehicleType"": ""BEV""}, {""avgPercentage"": ""72.0"", ""saeLevel"": ""4"", ""vehicleType"": ""BEV""}, {""avgPercentage"": ""82.0"", ""saeLevel"": ""5"", ""vehicleType"": ""BEV""}, {""avgPercentage"": ""42.0"", ""saeL...","Answer: Autonomous-driving development returned 15 grouped row(s). First groups: vehicle type: BEHV, sae level: 1, avg percentage: 42.0; vehicle type: BEHV, sae level: 2, avg percentage: 52.0; vehicle type: BEHV, sae level: 3, avg percentage: 62.0; vehicle type: BEHV, sae level: 4, avg percentage: 72.0; vehicle type: BEHV, sae level: 5, avg percentage: 82.0; vehicle type: BEV, sae level: 1, avg percentage: 42.0; vehicle type: BEV, sae level: 2, avg percentage: 52.0; vehicle type: BEV, sae level: 3, avg percentage: 62.0.",switched_to_nonempty_candidate,"SELECT ?vehicleType ?saeLevel (AVG(?percentage) AS ?avgPercentage) WHERE { ?entry a survey:AutonomousDrivingDevelopment ; survey:hasVehicleType ?vehicle ; survey:hasSAELevel ?sae ; survey:hasPercentage ?percentage . BIND(REPLACE(STR(?vehicle), '^.*/', '') AS ?vehicleType) BIND(REPLACE(STR(?sae), '^.*/SAE_Level_', '') AS ?saeLevel) } GROUP BY ?vehicleType ?saeLevel ORDER BY ?vehicleType xsd:integer(?saeLevel)",incorrect,codex: missing requested dimension:year; missing year for autonomous-driving request
FULLKGQA0110,What is Material Esixtence In The Front End Or Back End Manufacturing?,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,"Material Esixtence In The Front End (FE) Or Back End (BE) Manufacturing In the Digital Reference ontology, it is a subclass of Application.",,,correct,codex: ontology definition returned
FULLKGQA0111,What vehicle type should I review first for future demand using the graph?,advisory_vehicle_signal,advisory,direct_graph_supported,auto_answer,capability_inventory,0,1,3,,"[{""avgPercentageChange"": ""1.505"", ""vehicleType"": ""BEHV""}, {""avgPercentageChange"": ""4.74375"", ""vehicleType"": ""BEV""}, {""avgPercentageChange"": ""0.845"", ""vehicleType"": ""ICE""}]","Answer: The query returned 3 row(s). Results: vehicle type: BEHV, avg percentage change: 1.505; vehicle type: BEV, avg percentage change: 4.74375; vehicle type: ICE, avg percentage change: 0.845.",,"SELECT ?vehicleType (AVG(?pct) AS ?avgPercentageChange) WHERE { ?entry a survey:FutureDemandAnalysis ; survey:analyzesVehicleType ?vehicle ; survey:percentageChange ?pct . BIND(REPLACE(STR(?vehicle), ""^.*/"", """") AS ?vehicleType) } GROUP BY ?vehicleType ORDER BY ?vehicleType",correct,codex: semantic/domain checks passed
FULLKGQA0112,Could you tell me the count of companies available in our records?,catalog_lookup,,llm_ranking,llm_ranking,infineon,1,5,1,,"[{""count"": ""9""}]",Answer: The result is 9.,kept_selected_nonempty,SELECT (COUNT(?company) AS ?count) WHERE { ?company a survey:Company . },correct,codex: semantic/domain checks passed
FULLKGQA0113,Define Product Line.,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,"A product line is an organizational unit that can be assigned to a business line and directly owns/is responsible for products. In the Digital Reference ontology, it is a subclass of Organizational Unit, Product.",,,correct,codex: ontology definition returned
FULLKGQA0114,"Based on the graph, which vehicle type has the strongest demand signal using the graph?",advisory_vehicle_signal,advisory,direct_graph_supported,auto_answer,advisory,0,1,3,,"[{""avgPercentageChange"": ""4.74375"", ""vehicleType"": ""BEV""}, {""avgPercentageChange"": ""1.505"", ""vehicleType"": ""BEHV""}, {""avgPercentageChange"": ""0.845"", ""vehicleType"": ""ICE""}]","Based on the graph results, BEV is the first area to inspect for this request (average future-demand percentage change: 4.74375). This is a data-grounded analytical signal, not an autonomous business decision. Top returned signals: BEV: 4.74375; BEHV: 1.505; ICE: 0.845. The deterministic advisory template used here was: identify the vehicle type with the strongest future-demand signal.",,"SELECT ?vehicleType (AVG(?pct) AS ?avgPercentageChange) WHERE { ?entry a survey:FutureDemandAnalysis ; survey:analyzesVehicleType ?vehicle ; survey:percentageChange ?pct . BIND(REPLACE(STR(?vehicle), ""^.*/"", """") AS ?vehicleType) } GROUP BY ?vehicleType ORDER BY DESC(?avgPercentageChange)",correct,codex: deterministic advisory with graph evidence
FULLKGQA0115,What is the summed BL1 minus BL2 percentage change in Tier1 current demand?,current_demand_baselines,,llm_ranking,llm_ranking,validated_retrieval,1,11,2,,"[{""baseline"": ""BL1"", ""totalChange"": ""11.04""}, {""baseline"": ""BL2"", ""totalChange"": ""-9.03""}]","Answer: Current-demand BL comparison returned 2 row(s). BL1 total change is 11.04, BL2 is -9.03; BL1 is higher than BL2 by 20.07.",kept_selected_nonempty,"SELECT ?baseline (SUM(?pct) AS ?totalChange) WHERE { survey:Tier1CurrentDemand a survey:CurrentDemandAnalysis ; survey:hasAggregatedResult ?entry . ?entry a survey:CurrentDemandAnalysis ; survey:baselineType ?baseline ; survey:percentageChange ?pct . FILTER(?baseline IN ('BL1','BL2')) } GROUP BY ?baseline ORDER BY ?baseline",correct,codex: semantic/domain checks passed
FULLKGQA0116,What does Product Class mean?,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,"the product class is an entity used for planning and reporting. This helps create stable brand/name architectures to enable highest possible product portfolio transparency, true value creation ad to prevent from product TM overload. In the Digital Reference ontology, it is a subclass of Product.",,,correct,codex: ontology definition returned
FULLKGQA0117,Which vehicle segment appears most relevant for future demand planning using the graph?,advisory_vehicle_signal,advisory,direct_graph_supported,auto_answer,capability_inventory,0,1,3,,"[{""avgPercentageChange"": ""1.505"", ""vehicleType"": ""BEHV""}, {""avgPercentageChange"": ""4.74375"", ""vehicleType"": ""BEV""}, {""avgPercentageChange"": ""0.845"", ""vehicleType"": ""ICE""}]",Answer: The query returned 3 grouped row(s). The highest returned avg percentage change is for vehicle type: BEV with 4.74.,,"SELECT ?vehicleType (AVG(?pct) AS ?avgPercentageChange) WHERE { ?entry a survey:FutureDemandAnalysis ; survey:analyzesVehicleType ?vehicle ; survey:percentageChange ?pct . BIND(REPLACE(STR(?vehicle), ""^.*/"", """") AS ?vehicleType) } GROUP BY ?vehicleType ORDER BY ?vehicleType",correct,codex: semantic/domain checks passed
FULLKGQA0118,For which vehicle type is the average change in forecasted demand the greatest?,future_demand,,llm_ranking,llm_ranking,infineon,1,5,1,,"[{""avgChange"": ""4.74375"", ""vehicleType"": ""BEV""}]","Answer: The query returned 1 row(s). Results: vehicle type: BEV, avg change: 4.74375.",selected_best_executable_candidate,"SELECT ?vehicleType (AVG(?pct) AS ?avgChange) WHERE { ?entry a survey:FutureDemandAnalysis ; survey:analyzesVehicleType ?vehicle ; survey:percentageChange ?pct . BIND(REPLACE(STR(?vehicle), '^.*/', '') AS ?vehicleType) } GROUP BY ?vehicleType ORDER BY DESC(?avgChange) LIMIT 1",correct,codex: semantic/domain checks passed
FULLKGQA0119,What is Demand Fulfillement?,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,"DEMAND FULFILLEMENT is the process of meeting a customer´s demand for product or services by fulfilling their request. In the Digital Reference ontology, it is a subclass of Supply Chain Lobe.",,,correct,codex: ontology definition returned
