request_id,question,topic,expected_route,system_mode,route,selected_source,estimated_llm_calls,candidate_count,graph_row_count,graph_error,row_preview,answer_text,execution_selection_reason,selected_query,correctness,notes,strict_result_match,source_gold_id,audit_method,human_sparql_difficulty,failure_type,failure_family
FULLKGQA0137,What does Cloud Lobe mean?,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,"Cloud refers to a network of remote servers that store, manage, and process data and applications, providing on-demand access and scalable computing resources over the internet.

The Cloud lobe of the Digital Reference ontology models AH Local Cloud, Communication Technology, Data Format and Model, Device, and Documentation Document.
It also maps the topics of Information Model, Local Network, Method, SoA Property, Software and Software System, system Documentation and System of Systems.
It represents the notion of  Service, Service Documentation, Service-Oriented Architecture and Architecture Protocols.",,,correct,Deterministic DR ontology lookup returned a definition-style answer.,,,deterministic_definition_rule,,none,none
FULLKGQA0138,Which survey group appears most exposed to shortage using the graph?,advisory_shortage,advisory,direct_graph_supported,auto_answer,advisory,0,1,6,,"[{""companyCount"": ""2"", ""shortageStatus"": ""yes"", ""surveyGroup"": ""OEM""}, {""companyCount"": ""2"", ""shortageStatus"": ""yes"", ""surveyGroup"": ""Semiconductor""}, {""companyCount"": ""2"", ""shortageStatus"": ""yes"", ""surveyGroup"": ""Tier1""}, {""companyCount"": ""1"", ""shortageStatus"": ""no"", ""surveyGroup"": ""OEM""}, {""companyCount"": ""1"", ""shortageStatus"": ""no"", ""surveyGroup"": ""Semiconductor""}, {""companyCount"": ""1"", ""shortageStatus"": ""no"", ""surveyGroup"": ""Tier1""}]","Based on the graph results, OEM is the first area to inspect for this request (companies reporting the shortage status: 2). I selected this advice because the deterministic advisory route computed companies reporting the shortage status for each returned group, sorted the graph-backed results in descending order, and used the strongest returned signal as the priority for review. This is a data-grounded analytical signal, not an autonomous business decision. The top returned evidence rows were: OEM: 2; Semiconductor: 2; Tier1: 2. The deterministic advisory template used here was designed to identify where shortage signals appear most visible in the survey data; therefore the recommendation should be read as a prioritization cue for human review, not as a final operational decision.",,"SELECT ?surveyGroup ?shortageStatus (COUNT(?company) AS ?companyCount) WHERE { VALUES (?surveyClass ?surveyGroup) { (survey:OEM_Survey ""OEM"") (survey:Tier1_Survey ""Tier1"") (survey:Semiconductor_Survey ""Semiconductor"") } ?company a survey:Company ; survey:hasSurveyOrigin ?origin ; survey:reportsShortage ?shortage . ?origin a ?surveyClass . BIND(IF(?shortage = true, ""yes"", ""no"") AS ?shortageStatus) } GROUP BY ?surveyGroup ?shortageStatus ORDER BY DESC(?companyCount)",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,medium_advisory_interpretation,none,
FULLKGQA0139,Which regions are included in the available data?,catalog_lookup,,llm_ranking,llm_ranking,infineon,0,5,5,,"[{""regionName"": ""Americas""}, {""regionName"": ""Asia Pacific/All Other""}, {""regionName"": ""Asia Pacific/China""}, {""regionName"": ""Europe""}, {""regionName"": ""Japan""}]",Answer: The query returned 5 row(s). Results: region name: Americas; region name: Asia Pacific/All Other; region name: Asia Pacific/China; region name: Europe; region name: Japan.,kept_selected_nonempty,SELECT DISTINCT ?regionName WHERE { ?region a survey:Region ; survey:regionName ?regionName . } ORDER BY ?regionName,correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,easy,none,
FULLKGQA0140,What is processes?,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,"Some person, referred to as human output here, processes a function in a process flow. Its declared domain is Human Output and its declared range is Function.",,,correct,Deterministic DR ontology lookup returned a definition-style answer.,,,deterministic_definition_rule,,none,none
FULLKGQA0141,"Based on shortage data, where should planning attention focus using the graph?",advisory_shortage,advisory,direct_graph_supported,auto_answer,advisory,0,1,6,,"[{""companyCount"": ""2"", ""shortageStatus"": ""yes"", ""surveyGroup"": ""OEM""}, {""companyCount"": ""2"", ""shortageStatus"": ""yes"", ""surveyGroup"": ""Semiconductor""}, {""companyCount"": ""2"", ""shortageStatus"": ""yes"", ""surveyGroup"": ""Tier1""}, {""companyCount"": ""1"", ""shortageStatus"": ""no"", ""surveyGroup"": ""OEM""}, {""companyCount"": ""1"", ""shortageStatus"": ""no"", ""surveyGroup"": ""Semiconductor""}, {""companyCount"": ""1"", ""shortageStatus"": ""no"", ""surveyGroup"": ""Tier1""}]","Based on the graph results, OEM is the first area to inspect for this request (companies reporting the shortage status: 2). I selected this advice because the deterministic advisory route computed companies reporting the shortage status for each returned group, sorted the graph-backed results in descending order, and used the strongest returned signal as the priority for review. This is a data-grounded analytical signal, not an autonomous business decision. The top returned evidence rows were: OEM: 2; Semiconductor: 2; Tier1: 2. The deterministic advisory template used here was designed to identify where shortage signals appear most visible in the survey data; therefore the recommendation should be read as a prioritization cue for human review, not as a final operational decision.",,"SELECT ?surveyGroup ?shortageStatus (COUNT(?company) AS ?companyCount) WHERE { VALUES (?surveyClass ?surveyGroup) { (survey:OEM_Survey ""OEM"") (survey:Tier1_Survey ""Tier1"") (survey:Semiconductor_Survey ""Semiconductor"") } ?company a survey:Company ; survey:hasSurveyOrigin ?origin ; survey:reportsShortage ?shortage . ?origin a ?surveyClass . BIND(IF(?shortage = true, ""yes"", ""no"") AS ?shortageStatus) } GROUP BY ?surveyGroup ?shortageStatus ORDER BY DESC(?companyCount)",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,medium_advisory_interpretation,none,
FULLKGQA0142,How much is the net percentage change in Tier1 current demand when moving from BL1 to BL2?,current_demand_baselines,,llm_ranking,llm_ranking,validated_retrieval,0,11,2,,"[{""baseline"": ""BL1"", ""totalChange"": ""11.04""}, {""baseline"": ""BL2"", ""totalChange"": ""-9.03""}]","Answer: Current-demand BL comparison returned 2 row(s). BL1 total change is 11.04, BL2 is -9.03; BL1 is higher than BL2 by 20.07.",kept_selected_nonempty,"SELECT ?baseline (SUM(?pct) AS ?totalChange) WHERE { survey:Tier1CurrentDemand a survey:CurrentDemandAnalysis ; survey:hasAggregatedResult ?entry . ?entry a survey:CurrentDemandAnalysis ; survey:baselineType ?baseline ; survey:percentageChange ?pct . FILTER(?baseline IN ('BL1','BL2')) } GROUP BY ?baseline ORDER BY ?baseline",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,hard,none,
FULLKGQA0143,What does Semiconductor Production Lobe mean?,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,Lobe owner: Philipp Ulrich,,,correct,Deterministic DR ontology lookup returned a definition-style answer.,,,deterministic_definition_rule,,none,none
FULLKGQA0144,Which survey group should I review first for shortage risk using the graph?,advisory_shortage,advisory,direct_graph_supported,auto_answer,advisory,0,1,6,,"[{""companyCount"": ""2"", ""shortageStatus"": ""yes"", ""surveyGroup"": ""OEM""}, {""companyCount"": ""2"", ""shortageStatus"": ""yes"", ""surveyGroup"": ""Semiconductor""}, {""companyCount"": ""2"", ""shortageStatus"": ""yes"", ""surveyGroup"": ""Tier1""}, {""companyCount"": ""1"", ""shortageStatus"": ""no"", ""surveyGroup"": ""OEM""}, {""companyCount"": ""1"", ""shortageStatus"": ""no"", ""surveyGroup"": ""Semiconductor""}, {""companyCount"": ""1"", ""shortageStatus"": ""no"", ""surveyGroup"": ""Tier1""}]","Based on the graph results, OEM is the first area to inspect for this request (companies reporting the shortage status: 2). I selected this advice because the deterministic advisory route computed companies reporting the shortage status for each returned group, sorted the graph-backed results in descending order, and used the strongest returned signal as the priority for review. This is a data-grounded analytical signal, not an autonomous business decision. The top returned evidence rows were: OEM: 2; Semiconductor: 2; Tier1: 2. The deterministic advisory template used here was designed to identify where shortage signals appear most visible in the survey data; therefore the recommendation should be read as a prioritization cue for human review, not as a final operational decision.",,"SELECT ?surveyGroup ?shortageStatus (COUNT(?company) AS ?companyCount) WHERE { VALUES (?surveyClass ?surveyGroup) { (survey:OEM_Survey ""OEM"") (survey:Tier1_Survey ""Tier1"") (survey:Semiconductor_Survey ""Semiconductor"") } ?company a survey:Company ; survey:hasSurveyOrigin ?origin ; survey:reportsShortage ?shortage . ?origin a ?surveyClass . BIND(IF(?shortage = true, ""yes"", ""no"") AS ?shortageStatus) } GROUP BY ?surveyGroup ?shortageStatus ORDER BY DESC(?companyCount)",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,medium_advisory_interpretation,none,
FULLKGQA0145,What is the average percentage change in projected demand for each vehicle type by quarter?,future_demand,,llm_ranking,llm_ranking,validated_retrieval,0,5,24,,"[{""avgChange"": ""-0.83"", ""quarterLabel"": ""time_Current_Quarter"", ""vehicleType"": ""BEHV""}, {""avgChange"": ""-1.66"", ""quarterLabel"": ""time_Q1_2026"", ""vehicleType"": ""BEHV""}, {""avgChange"": ""1.68"", ""quarterLabel"": ""time_Q2_2025"", ""vehicleType"": ""BEHV""}, {""avgChange"": ""4.24"", ""quarterLabel"": ""time_Q2_2026"", ""vehicleType"": ""BEHV""}, {""avgChange"": ""-8.17"", ""quarterLabel"": ""time_Q3_2025"", ""vehicleType"": ""BEHV""}, {""avgChange"": ""4.07"", ""quarterLabel"": ""time_Q3_2026"", ""vehicleType"": ""BEHV""}, {""avgChange"": ""8.02"", ""quarterLabel"": ""time_Q4_2025"", ""vehicleType"": ""BEHV""}, {""avgChange"": ""4.69"", ""quarterLabel"": ""time_Q4_2026"", ""vehicleType"": ""BEHV""}, {""avgChange"": ""6.67"", ""quarterLabel"": ""time_Current_Quarter"",...",Answer: Future-demand results returned 24 grouped row(s). The highest average future-demand percentage change is BEV in time Q2 2025 with 15.63. The lowest is BEV in time Q3 2025 with -17.84.,switched_to_nonempty_candidate,"SELECT ?vehicleType ?quarterLabel (AVG(?pct) AS ?avgChange) WHERE { ?entry a survey:FutureDemandAnalysis ; survey:analyzesVehicleType ?vehicle ; survey:forTimePeriod ?quarter ; survey:percentageChange ?pct . BIND(REPLACE(STR(?vehicle), '^.*/', '') AS ?vehicleType) BIND(REPLACE(STR(?quarter), '^.*/', '') AS ?quarterLabel) } GROUP BY ?vehicleType ?quarterLabel ORDER BY ?vehicleType ?quarterLabel",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,hard,none,
FULLKGQA0146,What does Supplier Data mean?,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,"Information about a supplier. In the Digital Reference ontology, it is a subclass of Supplier.",,,correct,Deterministic DR ontology lookup returned a definition-style answer.,,,deterministic_definition_rule,,none,none
FULLKGQA0147,Where do shortage signals appear strongest in the survey data using the graph?,advisory_shortage,advisory,direct_graph_supported,auto_answer,advisory,0,1,6,,"[{""companyCount"": ""2"", ""shortageStatus"": ""yes"", ""surveyGroup"": ""OEM""}, {""companyCount"": ""2"", ""shortageStatus"": ""yes"", ""surveyGroup"": ""Semiconductor""}, {""companyCount"": ""2"", ""shortageStatus"": ""yes"", ""surveyGroup"": ""Tier1""}, {""companyCount"": ""1"", ""shortageStatus"": ""no"", ""surveyGroup"": ""OEM""}, {""companyCount"": ""1"", ""shortageStatus"": ""no"", ""surveyGroup"": ""Semiconductor""}, {""companyCount"": ""1"", ""shortageStatus"": ""no"", ""surveyGroup"": ""Tier1""}]","Based on the graph results, OEM is the first area to inspect for this request (companies reporting the shortage status: 2). I selected this advice because the deterministic advisory route computed companies reporting the shortage status for each returned group, sorted the graph-backed results in descending order, and used the strongest returned signal as the priority for review. This is a data-grounded analytical signal, not an autonomous business decision. The top returned evidence rows were: OEM: 2; Semiconductor: 2; Tier1: 2. The deterministic advisory template used here was designed to identify where shortage signals appear most visible in the survey data; therefore the recommendation should be read as a prioritization cue for human review, not as a final operational decision.",,"SELECT ?surveyGroup ?shortageStatus (COUNT(?company) AS ?companyCount) WHERE { VALUES (?surveyClass ?surveyGroup) { (survey:OEM_Survey ""OEM"") (survey:Tier1_Survey ""Tier1"") (survey:Semiconductor_Survey ""Semiconductor"") } ?company a survey:Company ; survey:hasSurveyOrigin ?origin ; survey:reportsShortage ?shortage . ?origin a ?surveyClass . BIND(IF(?shortage = true, ""yes"", ""no"") AS ?shortageStatus) } GROUP BY ?surveyGroup ?shortageStatus ORDER BY DESC(?companyCount)",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,medium_advisory_interpretation,none,
FULLKGQA0148,"For each component, what are the Tier1 inventory trend observations recorded in the system?",inventory,,direct_graph_supported,auto_answer,capability_inventory,0,1,9,,"[{""component"": ""Component_EV"", ""participantTotal"": ""1"", ""trend"": ""Decrease""}, {""component"": ""Component_EV"", ""participantTotal"": ""1"", ""trend"": ""Increase""}, {""component"": ""Component_EV"", ""participantTotal"": ""3"", ""trend"": ""Stable""}, {""component"": ""Component_both"", ""participantTotal"": ""1"", ""trend"": ""Decrease""}, {""component"": ""Component_both"", ""participantTotal"": ""1"", ""trend"": ""Increase""}, {""component"": ""Component_both"", ""participantTotal"": ""3"", ""trend"": ""Stable""}, {""component"": ""Component_non_EV"", ""participantTotal"": ""1"", ""trend"": ""Decrease""}, {""component"": ""Component_non_EV"", ""participantTotal"": ""1"", ""trend"": ""Increase""}, {""component"": ""Component_non_EV"", ""participantTotal"": ""3"", ""trend"": ""S...","Answer: The query returned 9 row(s). First results: component: Component_EV, trend: Decrease, participant total: 1; component: Component_EV, trend: Increase, participant total: 1; component: Component_EV, trend: Stable, participant total: 3; component: Component_both, trend: Decrease, participant total: 1; component: Component_both, trend: Increase, participant total: 1; component: Component_both, trend: Stable, participant total: 3; component: Component_non_EV, trend: Decrease, participant total: 1; component: Component_non_EV, trend: Increase, participant total: 1.",,SELECT ?component ?trend (SUM(?participants) AS ?participantTotal) WHERE { ?entry a survey:InventoryDevelopment_Tier1 ; survey:forComponent ?component ; survey:inventoryTrend ?trend ; survey:participantCount ?participants . } GROUP BY ?component ?trend ORDER BY ?component ?trend,correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,hard,none,
FULLKGQA0149,Define Orderable Part Number.,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,Customers may use the OPN as their customer part number for ordering at Infineon. It is based on product attributes Its declared domain is Sales Product and its declared range is string.,,,correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,easy_non_sparql_definition,none,
FULLKGQA0150,What should I inspect first to understand shortage exposure using the graph?,advisory_shortage,advisory,llm_ranking,llm_ranking,infineon,0,5,9,,"[{""Company"": ""Company3_OEM"", ""status"": ""no""}, {""Company"": ""Company3_semi"", ""status"": ""no""}, {""Company"": ""Company3_tier1"", ""status"": ""no""}, {""Company"": ""Company1_OEM"", ""status"": ""yes""}, {""Company"": ""Company1_semi"", ""status"": ""yes""}, {""Company"": ""Company1_tier1"", ""status"": ""yes""}, {""Company"": ""Company2_OEM"", ""status"": ""yes""}, {""Company"": ""Company2_semi"", ""status"": ""yes""}, {""Company"": ""Company2_tier1"", ""status"": ""yes""}]","Answer: The query returned 9 row(s). First results: company: Company3_OEM, status: no; company: Company3_semi, status: no; company: Company3_tier1, status: no; company: Company1_OEM, status: yes; company: Company1_semi, status: yes; company: Company1_tier1, status: yes; company: Company2_OEM, status: yes; company: Company2_semi, status: yes.",kept_selected_nonempty,"SELECT ?Company ?status WHERE { ?Company a survey:Company ; survey:reportsShortage ?Shortage . BIND(IF(?Shortage = true, 'yes', 'no') AS ?status) } ORDER BY ?status ?Company",incorrect,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,medium,advisory_not_synthesized,advisory_not_synthesized
FULLKGQA0151,How many OrderCancellation entries have an association with the Tier1 survey?,order_cancellation,,llm_ranking,llm_ranking,validated_retrieval,0,8,1,,"[{""count"": ""0""}]",Answer: The result is 0.,kept_selected_nonempty,SELECT (COUNT(?oc) AS ?count) WHERE { ?oc a survey:OrderCancellation ; survey:hasSurveyOrigin ?o . ?o a survey:Tier1_Survey },correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,medium,none,
FULLKGQA0152,What is Demand Snapshot?,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,"The “Demand” entity stores redundant demand at every product level. (snapshot entity) In the Digital Reference ontology, it is a subclass of Semiconductor Production Lobe.",,,correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,,,
FULLKGQA0153,How much demand is recorded in each region according to the Tier1 survey?,regional_demand,,llm_ranking,llm_ranking,validated_retrieval,0,11,5,,"[{""regionName"": ""Americas"", ""totalDemand"": ""30.0""}, {""regionName"": ""Europe"", ""totalDemand"": ""30.0""}, {""regionName"": ""Asia Pacific/China"", ""totalDemand"": ""15.0""}, {""regionName"": ""Japan"", ""totalDemand"": ""15.0""}, {""regionName"": ""Asia Pacific/All Other"", ""totalDemand"": ""10.0""}]","Answer: Regional demand returned 5 grouped row(s). Groups: region name: Americas, total demand: 30.0; region name: Europe, total demand: 30.0; region name: China, total demand: 15.0; region name: Japan, total demand: 15.0; region name: All Other, total demand: 10.0.",kept_selected_nonempty,SELECT ?regionName (SUM(?unitsSold) AS ?totalDemand) WHERE { ?demandForRegion a survey:DemandForRegion ; survey:hasSurveyOrigin ?origin ; survey:inRegion ?region ; survey:totalDemand ?unitsSold . ?origin a survey:Tier1_Survey . ?region a survey:Region ; survey:regionName ?regionName . } GROUP BY ?regionName ORDER BY DESC(?totalDemand),correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,hard,none,
FULLKGQA0154,Define Bridge.,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,"Bridge - connects two or more network segments or communication domains to enable reliable data exchange for power-system control, monitoring and management. It may operate at link or network layers to forward, filter or translate frames/packets, provide protocol conversion or gateway functions, buffer and aggregate data, and offer galvanic isolation, timing/synchronization and security features. In the Digital Reference ontology, it is a subclass of Communication Device.",,,correct,Deterministic DR ontology lookup returned a definition-style answer.,,,deterministic_definition_rule,,none,none
FULLKGQA0155,Which survey type sees the greatest number of companies reporting a shortage?,shortage,,llm_ranking,llm_ranking,validated_retrieval,0,10,1,,"[{""count"": ""2""}]",Answer: The result is 2.,kept_selected_nonempty,SELECT (COUNT(?c) AS ?count) WHERE { ?c a survey:Company ; survey:hasSurveyOrigin ?o ; survey:reportsShortage ?flag . ?o a survey:OEM_Survey . FILTER(?flag = true) },incorrect,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,easy,wrong_scope_or_grouping,wrong_scope_or_grouping
FULLKGQA0156,Define amplified by.,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,The Act of The Switching Its declared domain is The Method Of The Device Function (Switching) and its declared range is Amplication Switching Device.,,,correct,Deterministic DR ontology lookup returned a definition-style answer.,,,deterministic_definition_rule,,none,none
FULLKGQA0157,"Show the monthly sum of vehicle units sold, considering only actual sales data?",vehicle_sales,,direct_graph_supported,auto_answer,capability_inventory,0,1,12,,"[{""monthLabel"": ""Apr 2023"", ""unitsSold"": ""6425650""}, {""monthLabel"": ""Aug 2023"", ""unitsSold"": ""7057393""}, {""monthLabel"": ""Dec 2023"", ""unitsSold"": ""8093262""}, {""monthLabel"": ""Feb 2023"", ""unitsSold"": ""6176907""}, {""monthLabel"": ""Jan 2023"", ""unitsSold"": ""5727449""}, {""monthLabel"": ""Jul 2023"", ""unitsSold"": ""7066342""}, {""monthLabel"": ""Jun 2023"", ""unitsSold"": ""7678947""}, {""monthLabel"": ""Mar 2023"", ""unitsSold"": ""7847474""}, {""monthLabel"": ""May 2023"", ""unitsSold"": ""7164150""}, {""monthLabel"": ""Nov 2023"", ""unitsSold"": ""7699941""}, {""monthLabel"": ""Oct 2023"", ""unitsSold"": ""7459190""}, {""monthLabel"": ""Sep 2023"", ""unitsSold"": ""7728774""}]","Answer: Vehicle-sales results returned 12 grouped row(s). Groups: month label: Apr 2023, units sold: 6425650; month label: Aug 2023, units sold: 7057393; month label: Dec 2023, units sold: 8093262; month label: Feb 2023, units sold: 6176907; month label: Jan 2023, units sold: 5727449; month label: Jul 2023, units sold: 7066342; month label: Jun 2023, units sold: 7678947; month label: Mar 2023, units sold: 7847474; month label: May 2023, units sold: 7164150; month label: Nov 2023, units sold: 7699941; month label: Oct 2023, units sold: 7459190; month label: Sep 2023, units sold: 7728774.",,"SELECT ?monthLabel (SUM(?units) AS ?unitsSold) WHERE { ?obs a survey:VehicleSalesObservation ; survey:isActualData true ; survey:forTimePeriod ?month ; survey:unitsSold ?units . OPTIONAL { ?month survey:periodLabel ?periodLabel . } BIND(COALESCE(?periodLabel, REPLACE(STR(?month), ""^.*/"", """")) AS ?monthLabel) } GROUP BY ?monthLabel ORDER BY ?monthLabel",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,medium,none,
FULLKGQA0158,What does CO2 Savings Of Gcars In Company Products mean?,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,"The carbon dioxide (CO2) emissions saved by gasoline cars (gcars) in company products. In the Digital Reference ontology, it is a subclass of Application.",,,correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,easy_non_sparql_definition,none,
FULLKGQA0159,What is the average level of autonomous driving development when comparing different vehicle types and SAE levels?,autonomous_driving,,direct_graph_supported,auto_answer,capability_inventory,0,1,15,,"[{""avgPercentage"": ""42.0"", ""saeLevel"": ""SAE_Level_1"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""52.0"", ""saeLevel"": ""SAE_Level_2"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""62.0"", ""saeLevel"": ""SAE_Level_3"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""72.0"", ""saeLevel"": ""SAE_Level_4"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""82.0"", ""saeLevel"": ""SAE_Level_5"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""42.0"", ""saeLevel"": ""SAE_Level_1"", ""vehicleType"": ""BEV""}, {""avgPercentage"": ""52.0"", ""saeLevel"": ""SAE_Level_2"", ""vehicleType"": ""BEV""}, {""avgPercentage"": ""62.0"", ""saeLevel"": ""SAE_Level_3"", ""vehicleType"": ""BEV""}, {""avgPercentage"": ""72.0"", ""saeLevel"": ""SAE_Level_4"", ""vehicleType"": ""BEV""}, {""avgPe...","Answer: Autonomous-driving development returned 15 grouped row(s). First groups: vehicle type: BEHV, sae level: SAE Level 1, avg percentage: 42.0; vehicle type: BEHV, sae level: SAE Level 2, avg percentage: 52.0; vehicle type: BEHV, sae level: SAE Level 3, avg percentage: 62.0; vehicle type: BEHV, sae level: SAE Level 4, avg percentage: 72.0; vehicle type: BEHV, sae level: SAE Level 5, avg percentage: 82.0; vehicle type: BEV, sae level: SAE Level 1, avg percentage: 42.0; vehicle type: BEV, sae level: SAE Level 2, avg percentage: 52.0; vehicle type: BEV, sae level: SAE Level 3, avg percentage: 62.0.",,"SELECT ?vehicleType ?saeLevel (AVG(?pct) AS ?avgPercentage) WHERE { ?entry a survey:AutonomousDrivingDevelopment ; survey:hasVehicleType ?vehicle ; survey:hasSAELevel ?sae ; survey:hasPercentage ?pct . BIND(REPLACE(STR(?vehicle), ""^.*/"", """") AS ?vehicleType) BIND(REPLACE(STR(?sae), ""^.*/"", """") AS ?saeLevel) } GROUP BY ?vehicleType ?saeLevel ORDER BY ?vehicleType ?saeLevel",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,hard,none,
FULLKGQA0160,Define Actuation Range.,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,"The range of property values that can be the Result of an Actuation under the defined Conditions. In the Digital Reference ontology, it is a subclass of System Property.",,,correct,Deterministic DR ontology lookup returned a definition-style answer.,,,deterministic_definition_rule,,none,none
FULLKGQA0161,How many company records are tied to the Semiconductor survey?,catalog_lookup,,llm_ranking,llm_ranking,validated_retrieval,0,10,1,,"[{""count"": ""3""}]",Answer: The result is 3.,selected_best_executable_candidate,SELECT (COUNT(?c) AS ?count) WHERE { ?c a survey:Company ; survey:hasSurveyOrigin ?o . ?o a survey:Semiconductor_Survey },correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,easy,none,
FULLKGQA0162,What is Market Share Of Company In Wind Turbine World?,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,"The market share or percentage of the total wind turbine market held by a specific company. In the Digital Reference ontology, it is a subclass of Application.",,,correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,easy_non_sparql_definition,none,
FULLKGQA0163,What is the total Tier1 current demand percentage change difference between BL1 and BL2?,current_demand_baselines,,llm_ranking,llm_ranking,validated_retrieval,0,11,2,,"[{""baseline"": ""BL1"", ""totalChange"": ""11.04""}, {""baseline"": ""BL2"", ""totalChange"": ""-9.03""}]","Answer: Current-demand BL comparison returned 2 row(s). BL1 total change is 11.04, BL2 is -9.03; BL1 is higher than BL2 by 20.07.",kept_selected_nonempty,"SELECT ?baseline (SUM(?pct) AS ?totalChange) WHERE { survey:Tier1CurrentDemand a survey:CurrentDemandAnalysis ; survey:hasAggregatedResult ?entry . ?entry a survey:CurrentDemandAnalysis ; survey:baselineType ?baseline ; survey:percentageChange ?pct . FILTER(?baseline IN ('BL1','BL2')) } GROUP BY ?baseline ORDER BY ?baseline",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,hard,none,
FULLKGQA0164,What is Business Process Landscape?,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,A Business Process Landscape (BP_Landscape) is a detailed overview of a specific Core- or Enabler Process.,,,correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,easy_non_sparql_definition,none,
FULLKGQA0165,What is the overall quantity of FutureDemandAnalysis entries?,future_demand,,llm_ranking,llm_ranking,infineon,0,5,1,,"[{""totalFutureDemandEntries"": ""210""}]",Answer: The result is 210.,kept_selected_nonempty,SELECT (COUNT(?entry) AS ?totalFutureDemandEntries) WHERE { ?entry a survey:FutureDemandAnalysis . },correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,medium,none,
FULLKGQA0166,What does AP FCST mean?,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,"Allocation Priority Forecast. To be used in case of too high order picture on special products. The system should usually consider the amount of the entered run rates only. AP_FCST is usually the highest priority in capacity planning. In the Digital Reference ontology, it is a subclass of Forecast.",,,correct,Deterministic DR ontology lookup returned a definition-style answer.,,,deterministic_definition_rule,,none,none
